"","vS1","vS2"
"17295","9606.ENSP00000248114","9606.ENSP00000434516"
"17296","9606.ENSP00000434516","9606.ENSP00000218516"
"17303","9606.ENSP00000248114","9606.ENSP00000398698"
"17304","9606.ENSP00000398698","9606.ENSP00000218516"
"17311","9606.ENSP00000248114","9606.ENSP00000390722"
"17312","9606.ENSP00000390722","9606.ENSP00000218516"
"17319","9606.ENSP00000248114","9606.ENSP00000386942"
"17320","9606.ENSP00000386942","9606.ENSP00000218516"
"17327","9606.ENSP00000248114","9606.ENSP00000385675"
"17328","9606.ENSP00000385675","9606.ENSP00000218516"
"17335","9606.ENSP00000248114","9606.ENSP00000380432"
"17336","9606.ENSP00000380432","9606.ENSP00000218516"
"17343","9606.ENSP00000248114","9606.ENSP00000366482"
"17344","9606.ENSP00000366482","9606.ENSP00000218516"
"17351","9606.ENSP00000248114","9606.ENSP00000353094"
"17352","9606.ENSP00000353094","9606.ENSP00000218516"
"17359","9606.ENSP00000248114","9606.ENSP00000349960"
"17360","9606.ENSP00000349960","9606.ENSP00000218516"
"17367","9606.ENSP00000248114","9606.ENSP00000341838"
"17368","9606.ENSP00000341838","9606.ENSP00000218516"
"17375","9606.ENSP00000248114","9606.ENSP00000313432"
"17376","9606.ENSP00000313432","9606.ENSP00000218516"
"17383","9606.ENSP00000248114","9606.ENSP00000302961"
"17384","9606.ENSP00000302961","9606.ENSP00000218516"
"17391","9606.ENSP00000248114","9606.ENSP00000296412"
"17392","9606.ENSP00000296412","9606.ENSP00000218516"
"17399","9606.ENSP00000248114","9606.ENSP00000295897"
"17400","9606.ENSP00000295897","9606.ENSP00000218516"
"17407","9606.ENSP00000248114","9606.ENSP00000269305"
"17408","9606.ENSP00000269305","9606.ENSP00000218516"
"17415","9606.ENSP00000248114","9606.ENSP00000266544"
"17416","9606.ENSP00000266544","9606.ENSP00000218516"
"17423","9606.ENSP00000248114","9606.ENSP00000265806"
"17424","9606.ENSP00000265806","9606.ENSP00000218516"
"17431","9606.ENSP00000248114","9606.ENSP00000265333"
"17432","9606.ENSP00000265333","9606.ENSP00000218516"
"17439","9606.ENSP00000248114","9606.ENSP00000262623"
"17440","9606.ENSP00000262623","9606.ENSP00000218516"
"17447","9606.ENSP00000248114","9606.ENSP00000229239"
"17448","9606.ENSP00000229239","9606.ENSP00000218516"
"17455","9606.ENSP00000248114","9606.ENSP00000221130"
"17456","9606.ENSP00000221130","9606.ENSP00000218516"
"17463","9606.ENSP00000218516","9606.ENSP00000485589"
"17464","9606.ENSP00000485589","9606.ENSP00000321584"
"17471","9606.ENSP00000218516","9606.ENSP00000483375"
"17472","9606.ENSP00000483375","9606.ENSP00000321584"
"17479","9606.ENSP00000218516","9606.ENSP00000480359"
"17480","9606.ENSP00000480359","9606.ENSP00000321584"
"17487","9606.ENSP00000218516","9606.ENSP00000478255"
"17488","9606.ENSP00000478255","9606.ENSP00000321584"
"17495","9606.ENSP00000218516","9606.ENSP00000465930"
"17496","9606.ENSP00000465930","9606.ENSP00000321584"
"17503","9606.ENSP00000218516","9606.ENSP00000464813"
"17504","9606.ENSP00000464813","9606.ENSP00000321584"
"17511","9606.ENSP00000218516","9606.ENSP00000458162"
"17512","9606.ENSP00000458162","9606.ENSP00000321584"
"17519","9606.ENSP00000218516","9606.ENSP00000454229"
"17520","9606.ENSP00000454229","9606.ENSP00000321584"
"17527","9606.ENSP00000218516","9606.ENSP00000453129"
"17528","9606.ENSP00000453129","9606.ENSP00000321584"
"17535","9606.ENSP00000218516","9606.ENSP00000452762"
"17536","9606.ENSP00000452762","9606.ENSP00000321584"
"17543","9606.ENSP00000218516","9606.ENSP00000435373"
"17544","9606.ENSP00000435373","9606.ENSP00000321584"
"17551","9606.ENSP00000218516","9606.ENSP00000434516"
"17552","9606.ENSP00000434516","9606.ENSP00000321584"
"17559","9606.ENSP00000218516","9606.ENSP00000432660"
"17560","9606.ENSP00000432660","9606.ENSP00000321584"
"17567","9606.ENSP00000218516","9606.ENSP00000425809"
"17568","9606.ENSP00000425809","9606.ENSP00000321584"
"17575","9606.ENSP00000218516","9606.ENSP00000421326"
"17576","9606.ENSP00000421326","9606.ENSP00000321584"
"17583","9606.ENSP00000218516","9606.ENSP00000404375"
"17584","9606.ENSP00000404375","9606.ENSP00000321584"
"17591","9606.ENSP00000218516","9606.ENSP00000390722"
"17592","9606.ENSP00000390722","9606.ENSP00000321584"
"17599","9606.ENSP00000218516","9606.ENSP00000390265"
"17600","9606.ENSP00000390265","9606.ENSP00000321584"
"17607","9606.ENSP00000218516","9606.ENSP00000386942"
"17608","9606.ENSP00000386942","9606.ENSP00000321584"
"17615","9606.ENSP00000218516","9606.ENSP00000379386"
"17616","9606.ENSP00000379386","9606.ENSP00000321584"
"17623","9606.ENSP00000218516","9606.ENSP00000378324"
"17624","9606.ENSP00000378324","9606.ENSP00000321584"
"17631","9606.ENSP00000218516","9606.ENSP00000377192"
"17632","9606.ENSP00000377192","9606.ENSP00000321584"
"17639","9606.ENSP00000218516","9606.ENSP00000371393"
"17640","9606.ENSP00000371393","9606.ENSP00000321584"
"17647","9606.ENSP00000218516","9606.ENSP00000370194"
"17648","9606.ENSP00000370194","9606.ENSP00000321584"
"17655","9606.ENSP00000218516","9606.ENSP00000369456"
"17656","9606.ENSP00000369456","9606.ENSP00000321584"
"17663","9606.ENSP00000218516","9606.ENSP00000369127"
"17664","9606.ENSP00000369127","9606.ENSP00000321584"
"17671","9606.ENSP00000218516","9606.ENSP00000366819"
"17672","9606.ENSP00000366819","9606.ENSP00000321584"
"17679","9606.ENSP00000218516","9606.ENSP00000362413"
"17680","9606.ENSP00000362413","9606.ENSP00000321584"
"17687","9606.ENSP00000218516","9606.ENSP00000361965"
"17688","9606.ENSP00000361965","9606.ENSP00000321584"
"17695","9606.ENSP00000218516","9606.ENSP00000361704"
"17696","9606.ENSP00000361704","9606.ENSP00000321584"
"17703","9606.ENSP00000218516","9606.ENSP00000361635"
"17704","9606.ENSP00000361635","9606.ENSP00000321584"
"17711","9606.ENSP00000218516","9606.ENSP00000355890"
"17712","9606.ENSP00000355890","9606.ENSP00000321584"
"17719","9606.ENSP00000218516","9606.ENSP00000352264"
"17720","9606.ENSP00000352264","9606.ENSP00000321584"
"17727","9606.ENSP00000218516","9606.ENSP00000349960"
"17728","9606.ENSP00000349960","9606.ENSP00000321584"
"17735","9606.ENSP00000218516","9606.ENSP00000349687"
"17736","9606.ENSP00000349687","9606.ENSP00000321584"
"17743","9606.ENSP00000218516","9606.ENSP00000345672"
"17744","9606.ENSP00000345672","9606.ENSP00000321584"
"17751","9606.ENSP00000218516","9606.ENSP00000336712"
"17752","9606.ENSP00000336712","9606.ENSP00000321584"
"17759","9606.ENSP00000218516","9606.ENSP00000336702"
"17760","9606.ENSP00000336702","9606.ENSP00000321584"
"17767","9606.ENSP00000218516","9606.ENSP00000333667"
"17768","9606.ENSP00000333667","9606.ENSP00000321584"
"17775","9606.ENSP00000218516","9606.ENSP00000330945"
"17776","9606.ENSP00000330945","9606.ENSP00000321584"
"17783","9606.ENSP00000218516","9606.ENSP00000327251"
"17784","9606.ENSP00000327251","9606.ENSP00000321584"
"17791","9606.ENSP00000218516","9606.ENSP00000327070"
"17792","9606.ENSP00000327070","9606.ENSP00000321584"
"17799","9606.ENSP00000218516","9606.ENSP00000325548"
"17800","9606.ENSP00000325548","9606.ENSP00000321584"
"17807","9606.ENSP00000218516","9606.ENSP00000318868"
"17808","9606.ENSP00000318868","9606.ENSP00000321584"
"17815","9606.ENSP00000218516","9606.ENSP00000314030"
"17816","9606.ENSP00000314030","9606.ENSP00000321584"
"17823","9606.ENSP00000218516","9606.ENSP00000305995"
"17824","9606.ENSP00000305995","9606.ENSP00000321584"
"17831","9606.ENSP00000218516","9606.ENSP00000302961"
"17832","9606.ENSP00000302961","9606.ENSP00000321584"
"17839","9606.ENSP00000218516","9606.ENSP00000301764"
"17840","9606.ENSP00000301764","9606.ENSP00000321584"
"17847","9606.ENSP00000218516","9606.ENSP00000298910"
"17848","9606.ENSP00000298910","9606.ENSP00000321584"
"17855","9606.ENSP00000218516","9606.ENSP00000298556"
"17856","9606.ENSP00000298556","9606.ENSP00000321584"
"17863","9606.ENSP00000218516","9606.ENSP00000298198"
"17864","9606.ENSP00000298198","9606.ENSP00000321584"
"17871","9606.ENSP00000218516","9606.ENSP00000295897"
"17872","9606.ENSP00000295897","9606.ENSP00000321584"
"17879","9606.ENSP00000218516","9606.ENSP00000290949"
"17880","9606.ENSP00000290949","9606.ENSP00000321584"
"17887","9606.ENSP00000218516","9606.ENSP00000290378"
"17888","9606.ENSP00000290378","9606.ENSP00000321584"
"17895","9606.ENSP00000218516","9606.ENSP00000287878"
"17896","9606.ENSP00000287878","9606.ENSP00000321584"
"17903","9606.ENSP00000218516","9606.ENSP00000285599"
"17904","9606.ENSP00000285599","9606.ENSP00000321584"
"17911","9606.ENSP00000218516","9606.ENSP00000280154"
"17912","9606.ENSP00000280154","9606.ENSP00000321584"
"17919","9606.ENSP00000218516","9606.ENSP00000279387"
"17920","9606.ENSP00000279387","9606.ENSP00000321584"
"17927","9606.ENSP00000218516","9606.ENSP00000278559"
"17928","9606.ENSP00000278559","9606.ENSP00000321584"
"17935","9606.ENSP00000218516","9606.ENSP00000272252"
"17936","9606.ENSP00000272252","9606.ENSP00000321584"
"17943","9606.ENSP00000218516","9606.ENSP00000269305"
"17944","9606.ENSP00000269305","9606.ENSP00000321584"
"17951","9606.ENSP00000218516","9606.ENSP00000267102"
"17952","9606.ENSP00000267102","9606.ENSP00000321584"
"17959","9606.ENSP00000218516","9606.ENSP00000265753"
"17960","9606.ENSP00000265753","9606.ENSP00000321584"
"17967","9606.ENSP00000218516","9606.ENSP00000265333"
"17968","9606.ENSP00000265333","9606.ENSP00000321584"
"17975","9606.ENSP00000218516","9606.ENSP00000263657"
"17976","9606.ENSP00000263657","9606.ENSP00000321584"
"17983","9606.ENSP00000218516","9606.ENSP00000263650"
"17984","9606.ENSP00000263650","9606.ENSP00000321584"
"17991","9606.ENSP00000218516","9606.ENSP00000263239"
"17992","9606.ENSP00000263239","9606.ENSP00000321584"
"17999","9606.ENSP00000218516","9606.ENSP00000261183"
"18000","9606.ENSP00000261183","9606.ENSP00000321584"
"18007","9606.ENSP00000218516","9606.ENSP00000254719"
"18008","9606.ENSP00000254719","9606.ENSP00000321584"
"18015","9606.ENSP00000218516","9606.ENSP00000244137"
"18016","9606.ENSP00000244137","9606.ENSP00000321584"
"18023","9606.ENSP00000218516","9606.ENSP00000234590"
"18024","9606.ENSP00000234590","9606.ENSP00000321584"
"18031","9606.ENSP00000218516","9606.ENSP00000232607"
"18032","9606.ENSP00000232607","9606.ENSP00000321584"
"18039","9606.ENSP00000218516","9606.ENSP00000230050"
"18040","9606.ENSP00000230050","9606.ENSP00000321584"
"18047","9606.ENSP00000218516","9606.ENSP00000229239"
"18048","9606.ENSP00000229239","9606.ENSP00000321584"
"18055","9606.ENSP00000218516","9606.ENSP00000228740"
"18056","9606.ENSP00000228740","9606.ENSP00000321584"
"18063","9606.ENSP00000218516","9606.ENSP00000210444"
"18064","9606.ENSP00000210444","9606.ENSP00000321584"
"18071","9606.ENSP00000218516","9606.ENSP00000207870"
"18072","9606.ENSP00000207870","9606.ENSP00000321584"
"18079","9606.ENSP00000218516","9606.ENSP00000040663"
"18080","9606.ENSP00000040663","9606.ENSP00000321584"
"18087","9606.ENSP00000218516","9606.ENSP00000039007"
"18088","9606.ENSP00000039007","9606.ENSP00000321584"
"18095","9606.ENSP00000321584","9606.ENSP00000485525"
"18096","9606.ENSP00000485525","9606.ENSP00000407375"
"18103","9606.ENSP00000321584","9606.ENSP00000482075"
"18104","9606.ENSP00000482075","9606.ENSP00000407375"
"18111","9606.ENSP00000321584","9606.ENSP00000479618"
"18112","9606.ENSP00000479618","9606.ENSP00000407375"
"18119","9606.ENSP00000321584","9606.ENSP00000478255"
"18120","9606.ENSP00000478255","9606.ENSP00000407375"
"18127","9606.ENSP00000321584","9606.ENSP00000477781"
"18128","9606.ENSP00000477781","9606.ENSP00000407375"
"18135","9606.ENSP00000321584","9606.ENSP00000476535"
"18136","9606.ENSP00000476535","9606.ENSP00000407375"
"18143","9606.ENSP00000321584","9606.ENSP00000474534"
"18144","9606.ENSP00000474534","9606.ENSP00000407375"
"18151","9606.ENSP00000321584","9606.ENSP00000473990"
"18152","9606.ENSP00000473990","9606.ENSP00000407375"
"18159","9606.ENSP00000321584","9606.ENSP00000473348"
"18160","9606.ENSP00000473348","9606.ENSP00000407375"
"18167","9606.ENSP00000321584","9606.ENSP00000473036"
"18168","9606.ENSP00000473036","9606.ENSP00000407375"
"18175","9606.ENSP00000321584","9606.ENSP00000470142"
"18176","9606.ENSP00000470142","9606.ENSP00000407375"
"18183","9606.ENSP00000321584","9606.ENSP00000468690"
"18184","9606.ENSP00000468690","9606.ENSP00000407375"
"18191","9606.ENSP00000321584","9606.ENSP00000461324"
"18192","9606.ENSP00000461324","9606.ENSP00000407375"
"18199","9606.ENSP00000321584","9606.ENSP00000458162"
"18200","9606.ENSP00000458162","9606.ENSP00000407375"
"18207","9606.ENSP00000321584","9606.ENSP00000455106"
"18208","9606.ENSP00000455106","9606.ENSP00000407375"
"18215","9606.ENSP00000321584","9606.ENSP00000451828"
"18216","9606.ENSP00000451828","9606.ENSP00000407375"
"18223","9606.ENSP00000321584","9606.ENSP00000449770"
"18224","9606.ENSP00000449770","9606.ENSP00000407375"
"18231","9606.ENSP00000321584","9606.ENSP00000449328"
"18232","9606.ENSP00000449328","9606.ENSP00000407375"
"18239","9606.ENSP00000321584","9606.ENSP00000445175"
"18240","9606.ENSP00000445175","9606.ENSP00000407375"
"18247","9606.ENSP00000321584","9606.ENSP00000444408"
"18248","9606.ENSP00000444408","9606.ENSP00000407375"
"18255","9606.ENSP00000321584","9606.ENSP00000439189"
"18256","9606.ENSP00000439189","9606.ENSP00000407375"
"18263","9606.ENSP00000321584","9606.ENSP00000437402"
"18264","9606.ENSP00000437402","9606.ENSP00000407375"
"18271","9606.ENSP00000321584","9606.ENSP00000434516"
"18272","9606.ENSP00000434516","9606.ENSP00000407375"
"18279","9606.ENSP00000321584","9606.ENSP00000432660"
"18280","9606.ENSP00000432660","9606.ENSP00000407375"
"18287","9606.ENSP00000321584","9606.ENSP00000432083"
"18288","9606.ENSP00000432083","9606.ENSP00000407375"
"18295","9606.ENSP00000321584","9606.ENSP00000430269"
"18296","9606.ENSP00000430269","9606.ENSP00000407375"
"18303","9606.ENSP00000321584","9606.ENSP00000428205"
"18304","9606.ENSP00000428205","9606.ENSP00000407375"
"18311","9606.ENSP00000321584","9606.ENSP00000428085"
"18312","9606.ENSP00000428085","9606.ENSP00000407375"
"18319","9606.ENSP00000321584","9606.ENSP00000427562"
"18320","9606.ENSP00000427562","9606.ENSP00000407375"
"18327","9606.ENSP00000321584","9606.ENSP00000425561"
"18328","9606.ENSP00000425561","9606.ENSP00000407375"
"18335","9606.ENSP00000321584","9606.ENSP00000420168"
"18336","9606.ENSP00000420168","9606.ENSP00000407375"
"18343","9606.ENSP00000321584","9606.ENSP00000419665"
"18344","9606.ENSP00000419665","9606.ENSP00000407375"
"18351","9606.ENSP00000321584","9606.ENSP00000419425"
"18352","9606.ENSP00000419425","9606.ENSP00000407375"
"18359","9606.ENSP00000321584","9606.ENSP00000419045"
"18360","9606.ENSP00000419045","9606.ENSP00000407375"
"18367","9606.ENSP00000321584","9606.ENSP00000418770"
"18368","9606.ENSP00000418770","9606.ENSP00000407375"
"18375","9606.ENSP00000321584","9606.ENSP00000416293"
"18376","9606.ENSP00000416293","9606.ENSP00000407375"
"18383","9606.ENSP00000321584","9606.ENSP00000414359"
"18384","9606.ENSP00000414359","9606.ENSP00000407375"
"18391","9606.ENSP00000321584","9606.ENSP00000411821"
"18392","9606.ENSP00000411821","9606.ENSP00000407375"
"18399","9606.ENSP00000321584","9606.ENSP00000407586"
"18400","9606.ENSP00000407586","9606.ENSP00000407375"
"18407","9606.ENSP00000321584","9606.ENSP00000405573"
"18408","9606.ENSP00000405573","9606.ENSP00000407375"
"18415","9606.ENSP00000321584","9606.ENSP00000402103"
"18416","9606.ENSP00000402103","9606.ENSP00000407375"
"18423","9606.ENSP00000321584","9606.ENSP00000397673"
"18424","9606.ENSP00000397673","9606.ENSP00000407375"
"18431","9606.ENSP00000321584","9606.ENSP00000396308"
"18432","9606.ENSP00000396308","9606.ENSP00000407375"
"18439","9606.ENSP00000321584","9606.ENSP00000392718"
"18440","9606.ENSP00000392718","9606.ENSP00000407375"
"18447","9606.ENSP00000321584","9606.ENSP00000391481"
"18448","9606.ENSP00000391481","9606.ENSP00000407375"
"18455","9606.ENSP00000321584","9606.ENSP00000391211"
"18456","9606.ENSP00000391211","9606.ENSP00000407375"
"18463","9606.ENSP00000321584","9606.ENSP00000390265"
"18464","9606.ENSP00000390265","9606.ENSP00000407375"
"18471","9606.ENSP00000321584","9606.ENSP00000388920"
"18472","9606.ENSP00000388920","9606.ENSP00000407375"
"18479","9606.ENSP00000321584","9606.ENSP00000387699"
"18480","9606.ENSP00000387699","9606.ENSP00000407375"
"18487","9606.ENSP00000321584","9606.ENSP00000387176"
"18488","9606.ENSP00000387176","9606.ENSP00000407375"
"18495","9606.ENSP00000321584","9606.ENSP00000385385"
"18496","9606.ENSP00000385385","9606.ENSP00000407375"
"18503","9606.ENSP00000321584","9606.ENSP00000384863"
"18504","9606.ENSP00000384863","9606.ENSP00000407375"
"18511","9606.ENSP00000321584","9606.ENSP00000381736"
"18512","9606.ENSP00000381736","9606.ENSP00000407375"
"18519","9606.ENSP00000321584","9606.ENSP00000381607"
"18520","9606.ENSP00000381607","9606.ENSP00000407375"
"18527","9606.ENSP00000321584","9606.ENSP00000381234"
"18528","9606.ENSP00000381234","9606.ENSP00000407375"
"18535","9606.ENSP00000321584","9606.ENSP00000381231"
"18536","9606.ENSP00000381231","9606.ENSP00000407375"
"18543","9606.ENSP00000321584","9606.ENSP00000379386"
"18544","9606.ENSP00000379386","9606.ENSP00000407375"
"18551","9606.ENSP00000321584","9606.ENSP00000378699"
"18552","9606.ENSP00000378699","9606.ENSP00000407375"
"18559","9606.ENSP00000321584","9606.ENSP00000378669"
"18560","9606.ENSP00000378669","9606.ENSP00000407375"
"18567","9606.ENSP00000321584","9606.ENSP00000377617"
"18568","9606.ENSP00000377617","9606.ENSP00000407375"
"18575","9606.ENSP00000321584","9606.ENSP00000377532"
"18576","9606.ENSP00000377532","9606.ENSP00000407375"
"18583","9606.ENSP00000321584","9606.ENSP00000377192"
"18584","9606.ENSP00000377192","9606.ENSP00000407375"
"18591","9606.ENSP00000321584","9606.ENSP00000376077"
"18592","9606.ENSP00000376077","9606.ENSP00000407375"
"18599","9606.ENSP00000321584","9606.ENSP00000375942"
"18600","9606.ENSP00000375942","9606.ENSP00000407375"
"18607","9606.ENSP00000321584","9606.ENSP00000375892"
"18608","9606.ENSP00000375892","9606.ENSP00000407375"
"18615","9606.ENSP00000321584","9606.ENSP00000375730"
"18616","9606.ENSP00000375730","9606.ENSP00000407375"
"18623","9606.ENSP00000321584","9606.ENSP00000373620"
"18624","9606.ENSP00000373620","9606.ENSP00000407375"
"18631","9606.ENSP00000321584","9606.ENSP00000372191"
"18632","9606.ENSP00000372191","9606.ENSP00000407375"
"18639","9606.ENSP00000321584","9606.ENSP00000371388"
"18640","9606.ENSP00000371388","9606.ENSP00000407375"
"18647","9606.ENSP00000321584","9606.ENSP00000370023"
"18648","9606.ENSP00000370023","9606.ENSP00000407375"
"18655","9606.ENSP00000321584","9606.ENSP00000369134"
"18656","9606.ENSP00000369134","9606.ENSP00000407375"
"18663","9606.ENSP00000321584","9606.ENSP00000369127"
"18664","9606.ENSP00000369127","9606.ENSP00000407375"
"18671","9606.ENSP00000321584","9606.ENSP00000369081"
"18672","9606.ENSP00000369081","9606.ENSP00000407375"
"18679","9606.ENSP00000321584","9606.ENSP00000369038"
"18680","9606.ENSP00000369038","9606.ENSP00000407375"
"18687","9606.ENSP00000321584","9606.ENSP00000368727"
"18688","9606.ENSP00000368727","9606.ENSP00000407375"
"18695","9606.ENSP00000321584","9606.ENSP00000368646"
"18696","9606.ENSP00000368646","9606.ENSP00000407375"
"18703","9606.ENSP00000321584","9606.ENSP00000367309"
"18704","9606.ENSP00000367309","9606.ENSP00000407375"
"18711","9606.ENSP00000321584","9606.ENSP00000366927"
"18712","9606.ENSP00000366927","9606.ENSP00000407375"
"18719","9606.ENSP00000321584","9606.ENSP00000366525"
"18720","9606.ENSP00000366525","9606.ENSP00000407375"
"18727","9606.ENSP00000321584","9606.ENSP00000366135"
"18728","9606.ENSP00000366135","9606.ENSP00000407375"
"18735","9606.ENSP00000321584","9606.ENSP00000365777"
"18736","9606.ENSP00000365777","9606.ENSP00000407375"
"18743","9606.ENSP00000321584","9606.ENSP00000365773"
"18744","9606.ENSP00000365773","9606.ENSP00000407375"
"18751","9606.ENSP00000321584","9606.ENSP00000365693"
"18752","9606.ENSP00000365693","9606.ENSP00000407375"
"18759","9606.ENSP00000321584","9606.ENSP00000364815"
"18760","9606.ENSP00000364815","9606.ENSP00000407375"
"18767","9606.ENSP00000321584","9606.ENSP00000364805"
"18768","9606.ENSP00000364805","9606.ENSP00000407375"
"18775","9606.ENSP00000321584","9606.ENSP00000364802"
"18776","9606.ENSP00000364802","9606.ENSP00000407375"
"18783","9606.ENSP00000321584","9606.ENSP00000364801"
