"","from","to","ver[el[, 1], ]","ver2[el[, 2], ]"
"1",321,2056,"9606.ENSP00000466967","9606.ENSP00000216122"
"2",321,2055,"9606.ENSP00000466967","9606.ENSP00000221132"
"3",321,2054,"9606.ENSP00000466967","9606.ENSP00000221566"
"4",321,2053,"9606.ENSP00000466967","9606.ENSP00000233156"
"5",321,2052,"9606.ENSP00000466967","9606.ENSP00000246337"
"6",321,2051,"9606.ENSP00000466967","9606.ENSP00000252818"
"7",321,2050,"9606.ENSP00000466967","9606.ENSP00000257347"
"8",321,2049,"9606.ENSP00000466967","9606.ENSP00000258955"
"9",321,2048,"9606.ENSP00000466967","9606.ENSP00000261507"
"10",321,2047,"9606.ENSP00000466967","9606.ENSP00000263080"
"11",321,2046,"9606.ENSP00000466967","9606.ENSP00000264151"
"12",321,2045,"9606.ENSP00000466967","9606.ENSP00000264709"
"13",321,2044,"9606.ENSP00000466967","9606.ENSP00000276431"
"14",321,2043,"9606.ENSP00000466967","9606.ENSP00000302967"
"15",321,2042,"9606.ENSP00000466967","9606.ENSP00000303584"
"16",321,2041,"9606.ENSP00000466967","9606.ENSP00000320604"
"17",321,2040,"9606.ENSP00000466967","9606.ENSP00000328547"
"18",321,2039,"9606.ENSP00000466967","9606.ENSP00000351619"
"19",321,2038,"9606.ENSP00000466967","9606.ENSP00000356940"
"20",321,2037,"9606.ENSP00000466967","9606.ENSP00000358151"
"21",321,2036,"9606.ENSP00000466967","9606.ENSP00000360576"
"22",321,2035,"9606.ENSP00000466967","9606.ENSP00000360918"
"23",321,2034,"9606.ENSP00000466967","9606.ENSP00000361471"
"24",321,2033,"9606.ENSP00000466967","9606.ENSP00000369897"
"25",321,2032,"9606.ENSP00000466967","9606.ENSP00000370718"
"26",321,2031,"9606.ENSP00000466967","9606.ENSP00000398882"
"27",321,2030,"9606.ENSP00000466967","9606.ENSP00000404843"
"28",321,2029,"9606.ENSP00000466967","9606.ENSP00000225174"
"29",321,2029,"9606.ENSP00000466967","9606.ENSP00000225174"
"30",321,2028,"9606.ENSP00000466967","9606.ENSP00000237612"
"31",321,2028,"9606.ENSP00000466967","9606.ENSP00000237612"
"32",321,2027,"9606.ENSP00000466967","9606.ENSP00000241052"
"33",321,2027,"9606.ENSP00000466967","9606.ENSP00000241052"
"34",321,2026,"9606.ENSP00000466967","9606.ENSP00000246024"
"35",321,2025,"9606.ENSP00000466967","9606.ENSP00000322316"
"36",321,2024,"9606.ENSP00000466967","9606.ENSP00000361170"
"37",321,2023,"9606.ENSP00000466967","9606.ENSP00000363832"
"38",321,2023,"9606.ENSP00000466967","9606.ENSP00000363832"
"39",321,2022,"9606.ENSP00000466967","9606.ENSP00000368030"
"40",321,2021,"9606.ENSP00000466967","9606.ENSP00000386902"
"41",321,2020,"9606.ENSP00000466967","9606.ENSP00000393316"
"42",321,2019,"9606.ENSP00000466967","9606.ENSP00000397261"
"43",321,2018,"9606.ENSP00000466967","9606.ENSP00000409924"
"44",321,2017,"9606.ENSP00000466967","9606.ENSP00000440045"
"45",321,2016,"9606.ENSP00000466967","9606.ENSP00000472847"
"46",321,2000,"9606.ENSP00000466967","9606.ENSP00000231572"
"47",321,1986,"9606.ENSP00000466967","9606.ENSP00000261015"
"48",321,1961,"9606.ENSP00000466967","9606.ENSP00000313921"
"49",321,1961,"9606.ENSP00000466967","9606.ENSP00000313921"
"50",321,1956,"9606.ENSP00000466967","9606.ENSP00000325690"
"51",321,1925,"9606.ENSP00000466967","9606.ENSP00000361287"
"52",321,1920,"9606.ENSP00000466967","9606.ENSP00000362936"
"53",321,1913,"9606.ENSP00000466967","9606.ENSP00000366135"
"54",321,1894,"9606.ENSP00000466967","9606.ENSP00000397673"
"55",321,1880,"9606.ENSP00000466967","9606.ENSP00000449770"
"56",321,1879,"9606.ENSP00000466967","9606.ENSP00000455106"
"57",321,1877,"9606.ENSP00000466967","9606.ENSP00000468690"
"58",321,1838,"9606.ENSP00000466967","9606.ENSP00000362413"
"59",321,1838,"9606.ENSP00000466967","9606.ENSP00000362413"
"60",321,1785,"9606.ENSP00000466967","9606.ENSP00000369081"
"61",321,1441,"9606.ENSP00000466967","9606.ENSP00000254730"
"62",321,1430,"9606.ENSP00000466967","9606.ENSP00000262027"
"63",321,1426,"9606.ENSP00000466967","9606.ENSP00000263253"
"64",321,1397,"9606.ENSP00000466967","9606.ENSP00000302886"
"65",321,1375,"9606.ENSP00000466967","9606.ENSP00000325448"
"66",321,1366,"9606.ENSP00000466967","9606.ENSP00000331901"
"67",321,1361,"9606.ENSP00000466967","9606.ENSP00000339063"
"68",321,1254,"9606.ENSP00000466967","9606.ENSP00000414359"
"69",321,1242,"9606.ENSP00000466967","9606.ENSP00000424838"
"70",321,1240,"9606.ENSP00000466967","9606.ENSP00000428085"
"71",321,1230,"9606.ENSP00000466967","9606.ENSP00000438349"
"72",321,1193,"9606.ENSP00000466967","9606.ENSP00000215570"
"73",321,1175,"9606.ENSP00000466967","9606.ENSP00000363988"
"74",321,1058,"9606.ENSP00000466967","9606.ENSP00000482075"
"75",321,1041,"9606.ENSP00000466967","9606.ENSP00000256383"
"76",321,1041,"9606.ENSP00000466967","9606.ENSP00000256383"
"77",321,994,"9606.ENSP00000466967","9606.ENSP00000353246"
"78",321,993,"9606.ENSP00000466967","9606.ENSP00000355471"
"79",321,992,"9606.ENSP00000466967","9606.ENSP00000355890"
"80",321,959,"9606.ENSP00000466967","9606.ENSP00000382840"
"81",321,942,"9606.ENSP00000466967","9606.ENSP00000449328"
"82",321,926,"9606.ENSP00000466967","9606.ENSP00000326031"
"83",321,923,"9606.ENSP00000466967","9606.ENSP00000364543"
"84",321,921,"9606.ENSP00000466967","9606.ENSP00000373620"
"85",321,921,"9606.ENSP00000466967","9606.ENSP00000373620"
"86",321,919,"9606.ENSP00000466967","9606.ENSP00000386636"
"87",321,877,"9606.ENSP00000466967","9606.ENSP00000269349"
"88",321,872,"9606.ENSP00000466967","9606.ENSP00000276603"
"89",321,841,"9606.ENSP00000466967","9606.ENSP00000358674"
"90",321,780,"9606.ENSP00000466967","9606.ENSP00000230640"
"91",321,750,"9606.ENSP00000466967","9606.ENSP00000302486"
"92",321,528,"9606.ENSP00000466967","9606.ENSP00000263265"
"93",321,527,"9606.ENSP00000466967","9606.ENSP00000263774"
"94",321,520,"9606.ENSP00000466967","9606.ENSP00000294053"
"95",321,514,"9606.ENSP00000466967","9606.ENSP00000298910"
"96",321,514,"9606.ENSP00000466967","9606.ENSP00000298910"
"97",321,508,"9606.ENSP00000466967","9606.ENSP00000322439"
"98",321,461,"9606.ENSP00000466967","9606.ENSP00000220592"
"99",321,389,"9606.ENSP00000466967","9606.ENSP00000307940"
"100",321,374,"9606.ENSP00000466967","9606.ENSP00000364815"
"101",321,342,"9606.ENSP00000466967","9606.ENSP00000413908"
"102",316,2817,"9606.ENSP00000358400","9606.ENSP00000265070"
"103",316,2816,"9606.ENSP00000358400","9606.ENSP00000380136"
"104",316,2815,"9606.ENSP00000358400","9606.ENSP00000203001"
"105",316,2814,"9606.ENSP00000358400","9606.ENSP00000219252"
"106",316,2813,"9606.ENSP00000358400","9606.ENSP00000225298"
"107",316,2812,"9606.ENSP00000358400","9606.ENSP00000229214"
"108",316,2811,"9606.ENSP00000358400","9606.ENSP00000242257"
"109",316,2810,"9606.ENSP00000358400","9606.ENSP00000253107"
"110",316,2809,"9606.ENSP00000358400","9606.ENSP00000259239"
"111",316,2808,"9606.ENSP00000358400","9606.ENSP00000261377"
"112",316,2807,"9606.ENSP00000358400","9606.ENSP00000261383"
"113",316,2806,"9606.ENSP00000358400","9606.ENSP00000261708"
"114",316,2805,"9606.ENSP00000358400","9606.ENSP00000262178"
"115",316,2804,"9606.ENSP00000358400","9606.ENSP00000262442"
"116",316,2803,"9606.ENSP00000358400","9606.ENSP00000264670"
"117",316,2802,"9606.ENSP00000358400","9606.ENSP00000265245"
"118",316,2801,"9606.ENSP00000358400","9606.ENSP00000265881"
"119",316,2800,"9606.ENSP00000358400","9606.ENSP00000267425"
"120",316,2799,"9606.ENSP00000358400","9606.ENSP00000268802"
"121",316,2798,"9606.ENSP00000358400","9606.ENSP00000283109"
"122",316,2797,"9606.ENSP00000358400","9606.ENSP00000284690"
"123",316,2796,"9606.ENSP00000358400","9606.ENSP00000286063"
"124",316,2795,"9606.ENSP00000358400","9606.ENSP00000291576"
"125",316,2794,"9606.ENSP00000358400","9606.ENSP00000297990"
"126",316,2793,"9606.ENSP00000358400","9606.ENSP00000301280"
"127",316,2792,"9606.ENSP00000358400","9606.ENSP00000301364"
"128",316,2791,"9606.ENSP00000358400","9606.ENSP00000308179"
"129",316,2790,"9606.ENSP00000358400","9606.ENSP00000308332"
"130",316,2789,"9606.ENSP00000358400","9606.ENSP00000311135"
"131",316,2788,"9606.ENSP00000358400","9606.ENSP00000313953"
"132",316,2787,"9606.ENSP00000358400","9606.ENSP00000317992"
"133",316,2786,"9606.ENSP00000358400","9606.ENSP00000318986"
"134",316,2785,"9606.ENSP00000358400","9606.ENSP00000326948"
"135",316,2784,"9606.ENSP00000358400","9606.ENSP00000327179"
"136",316,2783,"9606.ENSP00000358400","9606.ENSP00000328287"
"137",316,2782,"9606.ENSP00000358400","9606.ENSP00000328854"
"138",316,2781,"9606.ENSP00000358400","9606.ENSP00000333920"
"139",316,2780,"9606.ENSP00000358400","9606.ENSP00000344393"
"140",316,2779,"9606.ENSP00000358400","9606.ENSP00000345502"
"141",316,2778,"9606.ENSP00000358400","9606.ENSP00000346280"
"142",316,2777,"9606.ENSP00000358400","9606.ENSP00000346725"
"143",316,2776,"9606.ENSP00000358400","9606.ENSP00000348596"
"144",316,2775,"9606.ENSP00000358400","9606.ENSP00000355541"
"145",316,2774,"9606.ENSP00000358400","9606.ENSP00000357320"
"146",316,2773,"9606.ENSP00000358400","9606.ENSP00000358563"
"147",316,2772,"9606.ENSP00000358400","9606.ENSP00000358812"
"148",316,2771,"9606.ENSP00000358400","9606.ENSP00000361446"
"149",316,2770,"9606.ENSP00000358400","9606.ENSP00000363642"
"150",316,2769,"9606.ENSP00000358400","9606.ENSP00000363852"
"151",316,2768,"9606.ENSP00000358400","9606.ENSP00000364293"
"152",316,2767,"9606.ENSP00000358400","9606.ENSP00000365806"
"153",316,2766,"9606.ENSP00000358400","9606.ENSP00000366519"
"154",316,2765,"9606.ENSP00000358400","9606.ENSP00000368887"
"155",316,2764,"9606.ENSP00000358400","9606.ENSP00000370968"
"156",316,2763,"9606.ENSP00000358400","9606.ENSP00000381129"
"157",316,2762,"9606.ENSP00000358400","9606.ENSP00000381198"
"158",316,2761,"9606.ENSP00000358400","9606.ENSP00000384302"
"159",316,2760,"9606.ENSP00000358400","9606.ENSP00000409378"
"160",316,2759,"9606.ENSP00000358400","9606.ENSP00000413572"
"161",316,2758,"9606.ENSP00000358400","9606.ENSP00000418221"
"162",316,2757,"9606.ENSP00000358400","9606.ENSP00000419740"
"163",316,2756,"9606.ENSP00000358400","9606.ENSP00000423067"
"164",316,2755,"9606.ENSP00000358400","9606.ENSP00000432119"
"165",316,2754,"9606.ENSP00000358400","9606.ENSP00000454836"
"166",316,2753,"9606.ENSP00000358400","9606.ENSP00000475939"
"167",316,2752,"9606.ENSP00000358400","9606.ENSP00000476221"
"168",316,2751,"9606.ENSP00000358400","9606.ENSP00000482107"
"169",316,2750,"9606.ENSP00000358400","9606.ENSP00000485630"
"170",316,2443,"9606.ENSP00000358400","9606.ENSP00000216027"
"171",316,2408,"9606.ENSP00000358400","9606.ENSP00000318480"
"172",316,2285,"9606.ENSP00000358400","9606.ENSP00000230340"
"173",316,2267,"9606.ENSP00000358400","9606.ENSP00000263857"
"174",316,2231,"9606.ENSP00000358400","9606.ENSP00000343515"
"175",316,2224,"9606.ENSP00000358400","9606.ENSP00000355899"
"176",316,2201,"9606.ENSP00000358400","9606.ENSP00000387365"
"177",316,2198,"9606.ENSP00000358400","9606.ENSP00000395654"
"178",316,2187,"9606.ENSP00000358400","9606.ENSP00000419851"
"179",316,1986,"9606.ENSP00000358400","9606.ENSP00000261015"
"180",316,1880,"9606.ENSP00000358400","9606.ENSP00000449770"
"181",316,1879,"9606.ENSP00000358400","9606.ENSP00000455106"
"182",316,1494,"9606.ENSP00000358400","9606.ENSP00000419004"
"183",316,1460,"9606.ENSP00000358400","9606.ENSP00000228347"
"184",316,1457,"9606.ENSP00000358400","9606.ENSP00000238146"
"185",316,1447,"9606.ENSP00000358400","9606.ENSP00000247003"
"186",316,1440,"9606.ENSP00000358400","9606.ENSP00000254940"
"187",316,1436,"9606.ENSP00000358400","9606.ENSP00000258772"
"188",316,1432,"9606.ENSP00000358400","9606.ENSP00000261637"
"189",316,1424,"9606.ENSP00000358400","9606.ENSP00000263657"
"190",316,1397,"9606.ENSP00000358400","9606.ENSP00000302886"
"191",316,1378,"9606.ENSP00000358400","9606.ENSP00000322396"
"192",316,1370,"9606.ENSP00000358400","9606.ENSP00000329715"
"193",316,1362,"9606.ENSP00000358400","9606.ENSP00000338862"
"194",316,1326,"9606.ENSP00000358400","9606.ENSP00000359345"
"195",316,1320,"9606.ENSP00000358400","9606.ENSP00000361232"
"196",316,1309,"9606.ENSP00000358400","9606.ENSP00000363574"
"197",316,1281,"9606.ENSP00000358400","9606.ENSP00000380495"
"198",316,1280,"9606.ENSP00000358400","9606.ENSP00000380982"
"199",316,1261,"9606.ENSP00000358400","9606.ENSP00000402338"
"200",316,1261,"9606.ENSP00000358400","9606.ENSP00000402338"
"201",316,1233,"9606.ENSP00000358400","9606.ENSP00000435777"
"202",316,1228,"9606.ENSP00000358400","9606.ENSP00000444136"
"203",316,1211,"9606.ENSP00000358400","9606.ENSP00000470560"
"204",316,1199,"9606.ENSP00000358400","9606.ENSP00000481495"
"205",316,1083,"9606.ENSP00000358400","9606.ENSP00000246868"
"206",316,1055,"9606.ENSP00000358400","9606.ENSP00000221801"
"207",316,1046,"9606.ENSP00000358400","9606.ENSP00000253237"
"208",316,1042,"9606.ENSP00000358400","9606.ENSP00000256079"
"209",316,1035,"9606.ENSP00000358400","9606.ENSP00000263239"
"210",316,1033,"9606.ENSP00000358400","9606.ENSP00000264279"
"211",316,1030,"9606.ENSP00000358400","9606.ENSP00000274606"
"212",316,1029,"9606.ENSP00000358400","9606.ENSP00000285814"
"213",316,1026,"9606.ENSP00000358400","9606.ENSP00000296577"
"214",316,1023,"9606.ENSP00000358400","9606.ENSP00000305702"
"215",316,1019,"9606.ENSP00000358400","9606.ENSP00000311430"
"216",316,1010,"9606.ENSP00000358400","9606.ENSP00000324122"
"217",316,1006,"9606.ENSP00000358400","9606.ENSP00000332340"
"218",316,1004,"9606.ENSP00000358400","9606.ENSP00000336741"
"219",316,1003,"9606.ENSP00000358400","9606.ENSP00000338573"
"220",316,1000,"9606.ENSP00000358400","9606.ENSP00000339795"
"221",316,996,"9606.ENSP00000358400","9606.ENSP00000350698"
"222",316,985,"9606.ENSP00000358400","9606.ENSP00000359688"
"223",316,983,"9606.ENSP00000358400","9606.ENSP00000360412"
"224",316,978,"9606.ENSP00000358400","9606.ENSP00000362153"
"225",316,976,"9606.ENSP00000358400","9606.ENSP00000363676"
"226",316,974,"9606.ENSP00000358400","9606.ENSP00000364320"
"227",316,970,"9606.ENSP00000358400","9606.ENSP00000369042"
"228",316,967,"9606.ENSP00000358400","9606.ENSP00000370589"
"229",316,964,"9606.ENSP00000358400","9606.ENSP00000371858"
"230",316,958,"9606.ENSP00000358400","9606.ENSP00000383949"
"231",316,957,"9606.ENSP00000358400","9606.ENSP00000384621"
"232",316,952,"9606.ENSP00000358400","9606.ENSP00000395772"
"233",316,951,"9606.ENSP00000358400","9606.ENSP00000396673"
"234",316,951,"9606.ENSP00000358400","9606.ENSP00000396673"
"235",316,943,"9606.ENSP00000358400","9606.ENSP00000446184"
"236",316,940,"9606.ENSP00000358400","9606.ENSP00000473383"
"237",316,935,"9606.ENSP00000358400","9606.ENSP00000483495"
"238",316,931,"9606.ENSP00000358400","9606.ENSP00000246802"
"239",316,929,"9606.ENSP00000358400","9606.ENSP00000281701"
"240",316,780,"9606.ENSP00000358400","9606.ENSP00000230640"
"241",316,773,"9606.ENSP00000358400","9606.ENSP00000257829"
"242",316,684,"9606.ENSP00000358400","9606.ENSP00000377944"
"243",316,653,"9606.ENSP00000358400","9606.ENSP00000428619"
"244",316,528,"9606.ENSP00000358400","9606.ENSP00000263265"
"245",316,514,"9606.ENSP00000358400","9606.ENSP00000298910"
"246",316,510,"9606.ENSP00000358400","9606.ENSP00000314193"
"247",316,494,"9606.ENSP00000358400","9606.ENSP00000358417"
"248",316,386,"9606.ENSP00000358400","9606.ENSP00000323858"
"249",316,321,"9606.ENSP00000358400","9606.ENSP00000466967"
"250",315,316,"9606.ENSP00000346120","9606.ENSP00000358400"
"251",292,2888,"9606.ENSP00000287169","9606.ENSP00000216267"
"252",292,2887,"9606.ENSP00000287169","9606.ENSP00000219069"
"253",292,2886,"9606.ENSP00000287169","9606.ENSP00000219905"
"254",292,2885,"9606.ENSP00000287169","9606.ENSP00000233638"
"255",292,2884,"9606.ENSP00000287169","9606.ENSP00000234420"
"256",292,2883,"9606.ENSP00000287169","9606.ENSP00000240423"
"257",292,2882,"9606.ENSP00000287169","9606.ENSP00000250003"
"258",292,2881,"9606.ENSP00000287169","9606.ENSP00000254286"
"259",292,2880,"9606.ENSP00000287169","9606.ENSP00000261973"
"260",292,2879,"9606.ENSP00000287169","9606.ENSP00000262878"
"261",292,2878,"9606.ENSP00000287169","9606.ENSP00000263277"
"262",292,2877,"9606.ENSP00000287169","9606.ENSP00000264161"
"263",292,2876,"9606.ENSP00000287169","9606.ENSP00000264414"
"264",292,2875,"9606.ENSP00000287169","9606.ENSP00000265709"
"265",292,2874,"9606.ENSP00000287169","9606.ENSP00000278671"
"266",292,2873,"9606.ENSP00000287169","9606.ENSP00000280377"
"267",292,2872,"9606.ENSP00000287169","9606.ENSP00000280772"
"268",292,2871,"9606.ENSP00000287169","9606.ENSP00000282388"
"269",292,2870,"9606.ENSP00000287169","9606.ENSP00000283243"
"270",292,2869,"9606.ENSP00000287169","9606.ENSP00000288071"
"271",292,2868,"9606.ENSP00000287169","9606.ENSP00000296526"
"272",292,2867,"9606.ENSP00000287169","9606.ENSP00000296543"
"273",292,2866,"9606.ENSP00000287169","9606.ENSP00000296785"
"274",292,2865,"9606.ENSP00000287169","9606.ENSP00000300896"
"275",292,2864,"9606.ENSP00000287169","9606.ENSP00000301945"
"276",292,2863,"9606.ENSP00000287169","9606.ENSP00000305416"
"277",292,2862,"9606.ENSP00000287169","9606.ENSP00000307260"
"278",292,2861,"9606.ENSP00000287169","9606.ENSP00000307567"
"279",292,2860,"9606.ENSP00000287169","9606.ENSP00000309555"
"280",292,2859,"9606.ENSP00000287169","9606.ENSP00000316176"
"281",292,2858,"9606.ENSP00000287169","9606.ENSP00000319141"
"282",292,2857,"9606.ENSP00000287169","9606.ENSP00000320663"
"283",292,2856,"9606.ENSP00000287169","9606.ENSP00000328773"
"284",292,2855,"9606.ENSP00000287169","9606.ENSP00000329357"
"285",292,2854,"9606.ENSP00000287169","9606.ENSP00000330074"
"286",292,2853,"9606.ENSP00000287169","9606.ENSP00000337340"
"287",292,2852,"9606.ENSP00000287169","9606.ENSP00000338629"
"288",292,2851,"9606.ENSP00000287169","9606.ENSP00000340989"
"289",292,2850,"9606.ENSP00000287169","9606.ENSP00000347184"
"290",292,2849,"9606.ENSP00000287169","9606.ENSP00000349508"
"291",292,2848,"9606.ENSP00000287169","9606.ENSP00000350267"
"292",292,2847,"9606.ENSP00000287169","9606.ENSP00000354206"
"293",292,2846,"9606.ENSP00000287169","9606.ENSP00000354720"
"294",292,2845,"9606.ENSP00000287169","9606.ENSP00000354878"
"295",292,2844,"9606.ENSP00000287169","9606.ENSP00000355889"
"296",292,2843,"9606.ENSP00000287169","9606.ENSP00000358770"
"297",292,2842,"9606.ENSP00000287169","9606.ENSP00000358867"
"298",292,2841,"9606.ENSP00000287169","9606.ENSP00000359042"
"299",292,2840,"9606.ENSP00000287169","9606.ENSP00000361653"
"300",292,2839,"9606.ENSP00000287169","9606.ENSP00000369915"
"301",292,2838,"9606.ENSP00000287169","9606.ENSP00000370517"
"302",292,2837,"9606.ENSP00000287169","9606.ENSP00000377954"
"303",292,2836,"9606.ENSP00000287169","9606.ENSP00000378769"
"304",292,2835,"9606.ENSP00000287169","9606.ENSP00000379157"
"305",292,2834,"9606.ENSP00000287169","9606.ENSP00000381984"
"306",292,2833,"9606.ENSP00000287169","9606.ENSP00000381992"
"307",292,2832,"9606.ENSP00000287169","9606.ENSP00000383118"
"308",292,2831,"9606.ENSP00000287169","9606.ENSP00000389168"
"309",292,2830,"9606.ENSP00000287169","9606.ENSP00000399888"
"310",292,2829,"9606.ENSP00000287169","9606.ENSP00000410452"
"311",292,2828,"9606.ENSP00000287169","9606.ENSP00000417864"
"312",292,2827,"9606.ENSP00000287169","9606.ENSP00000428924"
"313",292,2826,"9606.ENSP00000287169","9606.ENSP00000428994"
"314",292,2825,"9606.ENSP00000287169","9606.ENSP00000442308"
"315",292,2824,"9606.ENSP00000287169","9606.ENSP00000442788"
"316",292,2823,"9606.ENSP00000287169","9606.ENSP00000452123"
"317",292,2822,"9606.ENSP00000287169","9606.ENSP00000460348"
"318",292,2821,"9606.ENSP00000287169","9606.ENSP00000468500"
"319",292,2820,"9606.ENSP00000287169","9606.ENSP00000479153"
"320",292,2819,"9606.ENSP00000287169","9606.ENSP00000479636"
"321",292,2818,"9606.ENSP00000287169","9606.ENSP00000479861"
"322",292,2764,"9606.ENSP00000287169","9606.ENSP00000370968"
"323",292,2682,"9606.ENSP00000287169","9606.ENSP00000406162"
"324",292,2631,"9606.ENSP00000287169","9606.ENSP00000283195"
"325",292,2552,"9606.ENSP00000287169","9606.ENSP00000371475"
"326",292,2549,"9606.ENSP00000287169","9606.ENSP00000375978"
"327",292,2530,"9606.ENSP00000287169","9606.ENSP00000405726"
"328",292,2527,"9606.ENSP00000287169","9606.ENSP00000418915"
"329",292,2502,"9606.ENSP00000287169","9606.ENSP00000480158"
"330",292,2471,"9606.ENSP00000287169","9606.ENSP00000337825"
"331",292,2470,"9606.ENSP00000287169","9606.ENSP00000346671"
"332",292,2456,"9606.ENSP00000287169","9606.ENSP00000373772"
"333",292,2417,"9606.ENSP00000287169","9606.ENSP00000217958"
"334",292,2385,"9606.ENSP00000287169","9606.ENSP00000435370"
"335",292,2327,"9606.ENSP00000287169","9606.ENSP00000381098"
"336",292,2291,"9606.ENSP00000287169","9606.ENSP00000166345"
"337",292,2283,"9606.ENSP00000287169","9606.ENSP00000233146"
"338",292,2281,"9606.ENSP00000287169","9606.ENSP00000238112"
"339",292,2279,"9606.ENSP00000287169","9606.ENSP00000254193"
"340",292,2270,"9606.ENSP00000287169","9606.ENSP00000262105"
"341",292,2266,"9606.ENSP00000287169","9606.ENSP00000264108"
"342",292,2265,"9606.ENSP00000287169","9606.ENSP00000264156"
"343",292,2264,"9606.ENSP00000287169","9606.ENSP00000265056"
"344",292,2263,"9606.ENSP00000287169","9606.ENSP00000265069"
"345",292,2244,"9606.ENSP00000287169","9606.ENSP00000307288"
"346",292,2230,"9606.ENSP00000287169","9606.ENSP00000344547"
"347",292,2229,"9606.ENSP00000287169","9606.ENSP00000345848"
"348",292,2220,"9606.ENSP00000287169","9606.ENSP00000359393"
"349",292,2218,"9606.ENSP00000287169","9606.ENSP00000362592"
"350",292,2216,"9606.ENSP00000287169","9606.ENSP00000362931"
"351",292,2215,"9606.ENSP00000287169","9606.ENSP00000362937"
"352",292,2214,"9606.ENSP00000287169","9606.ENSP00000364585"
"353",292,2204,"9606.ENSP00000287169","9606.ENSP00000381216"
"354",292,2194,"9606.ENSP00000287169","9606.ENSP00000401564"
"355",292,2184,"9606.ENSP00000287169","9606.ENSP00000428426"
"356",292,2172,"9606.ENSP00000287169","9606.ENSP00000216297"
"357",292,2123,"9606.ENSP00000287169","9606.ENSP00000349961"
"358",292,2074,"9606.ENSP00000287169","9606.ENSP00000354394"
"359",292,2013,"9606.ENSP00000287169","9606.ENSP00000205402"
"360",292,1993,"9606.ENSP00000287169","9606.ENSP00000253792"
"361",292,1988,"9606.ENSP00000287169","9606.ENSP00000256594"
"362",292,1982,"9606.ENSP00000287169","9606.ENSP00000264657"
"363",292,1972,"9606.ENSP00000287169","9606.ENSP00000290573"
"364",292,1939,"9606.ENSP00000287169","9606.ENSP00000355518"
"365",292,1937,"9606.ENSP00000287169","9606.ENSP00000355759"
"366",292,1927,"9606.ENSP00000287169","9606.ENSP00000360268"
"367",292,1913,"9606.ENSP00000287169","9606.ENSP00000366135"
"368",292,1838,"9606.ENSP00000287169","9606.ENSP00000362413"
"369",292,1731,"9606.ENSP00000287169","9606.ENSP00000426503"
"370",292,1666,"9606.ENSP00000287169","9606.ENSP00000233893"
"371",292,1640,"9606.ENSP00000287169","9606.ENSP00000314030"
"372",292,1639,"9606.ENSP00000287169","9606.ENSP00000317473"
"373",292,1616,"9606.ENSP00000287169","9606.ENSP00000369038"
"374",292,1556,"9606.ENSP00000287169","9606.ENSP00000295688"
"375",292,1553,"9606.ENSP00000287169","9606.ENSP00000301764"
"376",292,1534,"9606.ENSP00000287169","9606.ENSP00000341779"
"377",292,1522,"9606.ENSP00000287169","9606.ENSP00000354522"
"378",292,1521,"9606.ENSP00000287169","9606.ENSP00000356448"
"379",292,1506,"9606.ENSP00000287169","9606.ENSP00000386541"
"380",292,1458,"9606.ENSP00000287169","9606.ENSP00000233468"
"381",292,1443,"9606.ENSP00000287169","9606.ENSP00000253039"
"382",292,1410,"9606.ENSP00000287169","9606.ENSP00000280326"
"383",292,1388,"9606.ENSP00000287169","9606.ENSP00000313420"
"384",292,1367,"9606.ENSP00000287169","9606.ENSP00000331313"
"385",292,1359,"9606.ENSP00000287169","9606.ENSP00000340648"
"386",292,1345,"9606.ENSP00000287169","9606.ENSP00000351108"
"387",292,1332,"9606.ENSP00000287169","9606.ENSP00000357679"
"388",292,1306,"9606.ENSP00000287169","9606.ENSP00000364289"
"389",292,1301,"9606.ENSP00000287169","9606.ENSP00000368699"
"390",292,1290,"9606.ENSP00000287169","9606.ENSP00000377958"
"391",292,1262,"9606.ENSP00000287169","9606.ENSP00000401470"
"392",292,1240,"9606.ENSP00000287169","9606.ENSP00000428085"
"393",292,1231,"9606.ENSP00000287169","9606.ENSP00000436049"
"394",292,1206,"9606.ENSP00000287169","9606.ENSP00000473172"
"395",292,1171,"9606.ENSP00000287169","9606.ENSP00000379475"
"396",292,1146,"9606.ENSP00000287169","9606.ENSP00000217426"
"397",292,1051,"9606.ENSP00000287169","9606.ENSP00000246548"
"398",292,1050,"9606.ENSP00000287169","9606.ENSP00000249923"
"399",292,1043,"9606.ENSP00000287169","9606.ENSP00000255120"
"400",292,1038,"9606.ENSP00000287169","9606.ENSP00000261574"
"401",292,1036,"9606.ENSP00000287169","9606.ENSP00000262982"
"402",292,1032,"9606.ENSP00000287169","9606.ENSP00000268379"
"403",292,1027,"9606.ENSP00000287169","9606.ENSP00000290158"
"404",292,992,"9606.ENSP00000287169","9606.ENSP00000355890"
"405",292,960,"9606.ENSP00000287169","9606.ENSP00000380414"
"406",292,956,"9606.ENSP00000287169","9606.ENSP00000384863"
"407",292,873,"9606.ENSP00000287169","9606.ENSP00000275493"
"408",292,854,"9606.ENSP00000287169","9606.ENSP00000345347"
"409",292,850,"9606.ENSP00000287169","9606.ENSP00000352463"
"410",292,849,"9606.ENSP00000287169","9606.ENSP00000354040"
"411",292,815,"9606.ENSP00000287169","9606.ENSP00000398632"
"412",292,795,"9606.ENSP00000287169","9606.ENSP00000463154"
