"","from","to","ver[el[, 1], ]","ver2[el[, 2], ]"
"3580",82,2292,"9606.ENSP00000340823","9606.ENSP00000005386"
"3581",82,2291,"9606.ENSP00000340823","9606.ENSP00000166345"
"3582",82,2290,"9606.ENSP00000340823","9606.ENSP00000209728"
"3583",82,2289,"9606.ENSP00000340823","9606.ENSP00000218089"
"3584",82,2288,"9606.ENSP00000340823","9606.ENSP00000220514"
"3585",82,2287,"9606.ENSP00000340823","9606.ENSP00000229595"
"3586",82,2286,"9606.ENSP00000340823","9606.ENSP00000230056"
"3587",82,2285,"9606.ENSP00000340823","9606.ENSP00000230340"
"3588",82,2284,"9606.ENSP00000340823","9606.ENSP00000231790"
"3589",82,2284,"9606.ENSP00000340823","9606.ENSP00000231790"
"3590",82,2283,"9606.ENSP00000340823","9606.ENSP00000233146"
"3591",82,2283,"9606.ENSP00000340823","9606.ENSP00000233146"
"3592",82,2282,"9606.ENSP00000340823","9606.ENSP00000234827"
"3593",82,2281,"9606.ENSP00000340823","9606.ENSP00000238112"
"3594",82,2280,"9606.ENSP00000340823","9606.ENSP00000247843"
"3595",82,2279,"9606.ENSP00000340823","9606.ENSP00000254193"
"3596",82,2278,"9606.ENSP00000340823","9606.ENSP00000254480"
"3597",82,2277,"9606.ENSP00000340823","9606.ENSP00000257789"
"3598",82,2276,"9606.ENSP00000340823","9606.ENSP00000258648"
"3599",82,2275,"9606.ENSP00000340823","9606.ENSP00000259008"
"3600",82,2274,"9606.ENSP00000340823","9606.ENSP00000259021"
"3601",82,2273,"9606.ENSP00000340823","9606.ENSP00000260247"
"3602",82,2272,"9606.ENSP00000340823","9606.ENSP00000261819"
"3603",82,2271,"9606.ENSP00000340823","9606.ENSP00000261900"
"3604",82,2270,"9606.ENSP00000340823","9606.ENSP00000262105"
"3605",82,2269,"9606.ENSP00000340823","9606.ENSP00000262144"
"3606",82,2268,"9606.ENSP00000340823","9606.ENSP00000263390"
"3607",82,2267,"9606.ENSP00000340823","9606.ENSP00000263857"
"3608",82,2266,"9606.ENSP00000340823","9606.ENSP00000264108"
"3609",82,2265,"9606.ENSP00000340823","9606.ENSP00000264156"
"3610",82,2265,"9606.ENSP00000340823","9606.ENSP00000264156"
"3611",82,2264,"9606.ENSP00000340823","9606.ENSP00000265056"
"3612",82,2263,"9606.ENSP00000340823","9606.ENSP00000265069"
"3613",82,2262,"9606.ENSP00000340823","9606.ENSP00000265382"
"3614",82,2261,"9606.ENSP00000340823","9606.ENSP00000265773"
"3615",82,2261,"9606.ENSP00000340823","9606.ENSP00000265773"
"3616",82,2260,"9606.ENSP00000340823","9606.ENSP00000265872"
"3617",82,2259,"9606.ENSP00000340823","9606.ENSP00000266732"
"3618",82,2258,"9606.ENSP00000340823","9606.ENSP00000269142"
"3619",82,2257,"9606.ENSP00000340823","9606.ENSP00000270225"
"3620",82,2256,"9606.ENSP00000340823","9606.ENSP00000272645"
"3621",82,2255,"9606.ENSP00000340823","9606.ENSP00000284000"
"3622",82,2254,"9606.ENSP00000340823","9606.ENSP00000293860"
"3623",82,2253,"9606.ENSP00000340823","9606.ENSP00000298717"
"3624",82,2252,"9606.ENSP00000340823","9606.ENSP00000298875"
"3625",82,2251,"9606.ENSP00000340823","9606.ENSP00000299163"
"3626",82,2250,"9606.ENSP00000340823","9606.ENSP00000300291"
"3627",82,2249,"9606.ENSP00000340823","9606.ENSP00000301457"
"3628",82,2248,"9606.ENSP00000340823","9606.ENSP00000301788"
"3629",82,2247,"9606.ENSP00000340823","9606.ENSP00000305480"
"3630",82,2246,"9606.ENSP00000340823","9606.ENSP00000305682"
"3631",82,2245,"9606.ENSP00000340823","9606.ENSP00000306983"
"3632",82,2244,"9606.ENSP00000340823","9606.ENSP00000307288"
"3633",82,2243,"9606.ENSP00000340823","9606.ENSP00000311083"
"3634",82,2242,"9606.ENSP00000340823","9606.ENSP00000315743"
"3635",82,2241,"9606.ENSP00000340823","9606.ENSP00000316681"
"3636",82,2240,"9606.ENSP00000340823","9606.ENSP00000319417"
"3637",82,2239,"9606.ENSP00000340823","9606.ENSP00000328848"
"3638",82,2239,"9606.ENSP00000340823","9606.ENSP00000328848"
"3639",82,2238,"9606.ENSP00000340823","9606.ENSP00000329915"
"3640",82,2237,"9606.ENSP00000340823","9606.ENSP00000331111"
"3641",82,2236,"9606.ENSP00000340823","9606.ENSP00000333433"
"3642",82,2235,"9606.ENSP00000340823","9606.ENSP00000336606"
"3643",82,2234,"9606.ENSP00000340823","9606.ENSP00000337623"
"3644",82,2233,"9606.ENSP00000340823","9606.ENSP00000338093"
"3645",82,2232,"9606.ENSP00000340823","9606.ENSP00000339532"
"3646",82,2231,"9606.ENSP00000340823","9606.ENSP00000343515"
"3647",82,2230,"9606.ENSP00000340823","9606.ENSP00000344547"
"3648",82,2229,"9606.ENSP00000340823","9606.ENSP00000345848"
"3649",82,2228,"9606.ENSP00000340823","9606.ENSP00000352257"
"3650",82,2227,"9606.ENSP00000340823","9606.ENSP00000352925"
"3651",82,2227,"9606.ENSP00000340823","9606.ENSP00000352925"
"3652",82,2226,"9606.ENSP00000340823","9606.ENSP00000353458"
"3653",82,2225,"9606.ENSP00000340823","9606.ENSP00000353549"
"3654",82,2224,"9606.ENSP00000340823","9606.ENSP00000355899"
"3655",82,2223,"9606.ENSP00000340823","9606.ENSP00000356920"
"3656",82,2222,"9606.ENSP00000340823","9606.ENSP00000358478"
"3657",82,2221,"9606.ENSP00000340823","9606.ENSP00000358854"
"3658",82,2220,"9606.ENSP00000340823","9606.ENSP00000359393"
"3659",82,2219,"9606.ENSP00000340823","9606.ENSP00000361043"
"3660",82,2218,"9606.ENSP00000340823","9606.ENSP00000362592"
"3661",82,2217,"9606.ENSP00000340823","9606.ENSP00000362649"
"3662",82,2216,"9606.ENSP00000340823","9606.ENSP00000362931"
"3663",82,2215,"9606.ENSP00000340823","9606.ENSP00000362937"
"3664",82,2214,"9606.ENSP00000340823","9606.ENSP00000364585"
"3665",82,2213,"9606.ENSP00000340823","9606.ENSP00000364721"
"3666",82,2212,"9606.ENSP00000340823","9606.ENSP00000369411"
"3667",82,2211,"9606.ENSP00000340823","9606.ENSP00000369424"
"3668",82,2210,"9606.ENSP00000340823","9606.ENSP00000371253"
"3669",82,2209,"9606.ENSP00000340823","9606.ENSP00000373474"
"3670",82,2208,"9606.ENSP00000340823","9606.ENSP00000374529"
"3671",82,2207,"9606.ENSP00000340823","9606.ENSP00000375809"
"3672",82,2206,"9606.ENSP00000340823","9606.ENSP00000378295"
"3673",82,2205,"9606.ENSP00000340823","9606.ENSP00000378350"
"3674",82,2204,"9606.ENSP00000340823","9606.ENSP00000381216"
"3675",82,2203,"9606.ENSP00000340823","9606.ENSP00000383986"
"3676",82,2202,"9606.ENSP00000340823","9606.ENSP00000385410"
"3677",82,2201,"9606.ENSP00000340823","9606.ENSP00000387365"
"3678",82,2200,"9606.ENSP00000340823","9606.ENSP00000387710"
"3679",82,2199,"9606.ENSP00000340823","9606.ENSP00000393139"
"3680",82,2198,"9606.ENSP00000340823","9606.ENSP00000395654"
"3681",82,2198,"9606.ENSP00000340823","9606.ENSP00000395654"
"3682",82,2197,"9606.ENSP00000340823","9606.ENSP00000397798"
"3683",82,2196,"9606.ENSP00000340823","9606.ENSP00000398880"
"3684",82,2195,"9606.ENSP00000340823","9606.ENSP00000400433"
"3685",82,2194,"9606.ENSP00000340823","9606.ENSP00000401564"
"3686",82,2193,"9606.ENSP00000340823","9606.ENSP00000403852"
"3687",82,2192,"9606.ENSP00000340823","9606.ENSP00000406293"
"3688",82,2191,"9606.ENSP00000340823","9606.ENSP00000408295"
"3689",82,2190,"9606.ENSP00000340823","9606.ENSP00000412566"
"3690",82,2189,"9606.ENSP00000340823","9606.ENSP00000415430"
"3691",82,2188,"9606.ENSP00000340823","9606.ENSP00000416739"
"3692",82,2187,"9606.ENSP00000340823","9606.ENSP00000419851"
"3693",82,2186,"9606.ENSP00000340823","9606.ENSP00000420588"
"3694",82,2185,"9606.ENSP00000340823","9606.ENSP00000424417"
"3695",82,2184,"9606.ENSP00000340823","9606.ENSP00000428426"
"3696",82,2183,"9606.ENSP00000340823","9606.ENSP00000433919"
"3697",82,2182,"9606.ENSP00000340823","9606.ENSP00000434614"
"3698",82,2181,"9606.ENSP00000340823","9606.ENSP00000440038"
"3699",82,2180,"9606.ENSP00000340823","9606.ENSP00000440402"
"3700",82,2179,"9606.ENSP00000340823","9606.ENSP00000442563"
"3701",82,2178,"9606.ENSP00000340823","9606.ENSP00000449884"
"3702",82,2177,"9606.ENSP00000340823","9606.ENSP00000467466"
"3703",82,2177,"9606.ENSP00000340823","9606.ENSP00000467466"
"3704",82,2176,"9606.ENSP00000340823","9606.ENSP00000473290"
"3705",82,2175,"9606.ENSP00000340823","9606.ENSP00000478501"
"3706",82,2174,"9606.ENSP00000340823","9606.ENSP00000485457"
"3707",82,2173,"9606.ENSP00000340823","9606.ENSP00000160827"
"3708",82,2172,"9606.ENSP00000340823","9606.ENSP00000216297"
"3709",82,2166,"9606.ENSP00000340823","9606.ENSP00000251496"
"3710",82,2153,"9606.ENSP00000340823","9606.ENSP00000278412"
"3711",82,2150,"9606.ENSP00000340823","9606.ENSP00000287394"
"3712",82,2147,"9606.ENSP00000340823","9606.ENSP00000296509"
"3713",82,2124,"9606.ENSP00000340823","9606.ENSP00000348838"
"3714",82,2123,"9606.ENSP00000340823","9606.ENSP00000349961"
"3715",82,2116,"9606.ENSP00000340823","9606.ENSP00000356243"
"3716",82,2109,"9606.ENSP00000340823","9606.ENSP00000364976"
"3717",82,2078,"9606.ENSP00000340823","9606.ENSP00000321656"
"3718",82,2078,"9606.ENSP00000340823","9606.ENSP00000321656"
"3719",82,2064,"9606.ENSP00000340823","9606.ENSP00000405330"
"3720",82,2056,"9606.ENSP00000340823","9606.ENSP00000216122"
"3721",82,1990,"9606.ENSP00000340823","9606.ENSP00000256442"
"3722",82,1990,"9606.ENSP00000340823","9606.ENSP00000256442"
"3723",82,1986,"9606.ENSP00000340823","9606.ENSP00000261015"
"3724",82,1927,"9606.ENSP00000340823","9606.ENSP00000360268"
"3725",82,1674,"9606.ENSP00000340823","9606.ENSP00000467262"
"3726",82,1662,"9606.ENSP00000340823","9606.ENSP00000252102"
"3727",82,1616,"9606.ENSP00000340823","9606.ENSP00000369038"
"3728",82,1572,"9606.ENSP00000340823","9606.ENSP00000256443"
"3729",82,1560,"9606.ENSP00000340823","9606.ENSP00000272424"
"3730",82,1558,"9606.ENSP00000340823","9606.ENSP00000275603"
"3731",82,1549,"9606.ENSP00000340823","9606.ENSP00000309830"
"3732",82,1522,"9606.ENSP00000340823","9606.ENSP00000354522"
"3733",82,1522,"9606.ENSP00000340823","9606.ENSP00000354522"
"3734",82,1520,"9606.ENSP00000340823","9606.ENSP00000357555"
"3735",82,1519,"9606.ENSP00000340823","9606.ENSP00000357858"
"3736",82,1509,"9606.ENSP00000340823","9606.ENSP00000379339"
"3737",82,1506,"9606.ENSP00000340823","9606.ENSP00000386541"
"3738",82,1504,"9606.ENSP00000340823","9606.ENSP00000389103"
"3739",82,1484,"9606.ENSP00000340823","9606.ENSP00000044462"
"3740",82,1473,"9606.ENSP00000340823","9606.ENSP00000220849"
"3741",82,1472,"9606.ENSP00000340823","9606.ENSP00000221859"
"3742",82,1471,"9606.ENSP00000340823","9606.ENSP00000222247"
"3743",82,1465,"9606.ENSP00000340823","9606.ENSP00000225430"
"3744",82,1463,"9606.ENSP00000340823","9606.ENSP00000225792"
"3745",82,1456,"9606.ENSP00000340823","9606.ENSP00000240185"
"3746",82,1454,"9606.ENSP00000340823","9606.ENSP00000243563"
"3747",82,1452,"9606.ENSP00000340823","9606.ENSP00000244520"
"3748",82,1449,"9606.ENSP00000340823","9606.ENSP00000246071"
"3749",82,1444,"9606.ENSP00000340823","9606.ENSP00000252996"
"3750",82,1442,"9606.ENSP00000340823","9606.ENSP00000253108"
"3751",82,1436,"9606.ENSP00000340823","9606.ENSP00000258772"
"3752",82,1423,"9606.ENSP00000340823","9606.ENSP00000263694"
"3753",82,1417,"9606.ENSP00000340823","9606.ENSP00000266735"
"3754",82,1413,"9606.ENSP00000340823","9606.ENSP00000272348"
"3755",82,1410,"9606.ENSP00000340823","9606.ENSP00000280326"
"3756",82,1401,"9606.ENSP00000340823","9606.ENSP00000299300"
"3757",82,1400,"9606.ENSP00000340823","9606.ENSP00000300413"
"3758",82,1399,"9606.ENSP00000340823","9606.ENSP00000302160"
"3759",82,1362,"9606.ENSP00000340823","9606.ENSP00000338862"
"3760",82,1357,"9606.ENSP00000340823","9606.ENSP00000341826"
"3761",82,1351,"9606.ENSP00000340823","9606.ENSP00000346050"
"3762",82,1349,"9606.ENSP00000340823","9606.ENSP00000346694"
"3763",82,1348,"9606.ENSP00000340823","9606.ENSP00000349168"
"3764",82,1336,"9606.ENSP00000340823","9606.ENSP00000355011"
"3765",82,1335,"9606.ENSP00000340823","9606.ENSP00000355050"
"3766",82,1335,"9606.ENSP00000340823","9606.ENSP00000355050"
"3767",82,1324,"9606.ENSP00000340823","9606.ENSP00000359645"
"3768",82,1319,"9606.ENSP00000340823","9606.ENSP00000361626"
"3769",82,1314,"9606.ENSP00000340823","9606.ENSP00000362820"
"3770",82,1312,"9606.ENSP00000340823","9606.ENSP00000363018"
"3771",82,1303,"9606.ENSP00000340823","9606.ENSP00000366396"
"3772",82,1263,"9606.ENSP00000340823","9606.ENSP00000400591"
"3773",82,1252,"9606.ENSP00000340823","9606.ENSP00000416255"
"3774",82,1245,"9606.ENSP00000340823","9606.ENSP00000421592"
"3775",82,1243,"9606.ENSP00000340823","9606.ENSP00000422392"
"3776",82,1228,"9606.ENSP00000340823","9606.ENSP00000444136"
"3777",82,1210,"9606.ENSP00000340823","9606.ENSP00000470972"
"3778",82,1190,"9606.ENSP00000340823","9606.ENSP00000242776"
"3779",82,1117,"9606.ENSP00000340823","9606.ENSP00000318297"
"3780",82,1054,"9606.ENSP00000340823","9606.ENSP00000230050"
"3781",82,1051,"9606.ENSP00000340823","9606.ENSP00000246548"
"3782",82,1045,"9606.ENSP00000340823","9606.ENSP00000253247"
"3783",82,1043,"9606.ENSP00000340823","9606.ENSP00000255120"
"3784",82,1041,"9606.ENSP00000340823","9606.ENSP00000256383"
"3785",82,1036,"9606.ENSP00000340823","9606.ENSP00000262982"
"3786",82,1035,"9606.ENSP00000340823","9606.ENSP00000263239"
"3787",82,1026,"9606.ENSP00000340823","9606.ENSP00000296577"
"3788",82,995,"9606.ENSP00000340823","9606.ENSP00000352069"
"3789",82,990,"9606.ENSP00000340823","9606.ENSP00000356425"
"3790",82,982,"9606.ENSP00000340823","9606.ENSP00000360532"
"3791",82,979,"9606.ENSP00000340823","9606.ENSP00000362110"
"3792",82,972,"9606.ENSP00000340823","9606.ENSP00000367623"
"3793",82,966,"9606.ENSP00000340823","9606.ENSP00000370625"
"3794",82,960,"9606.ENSP00000340823","9606.ENSP00000380414"
"3795",82,941,"9606.ENSP00000340823","9606.ENSP00000472998"
"3796",82,941,"9606.ENSP00000340823","9606.ENSP00000472998"
"3797",82,932,"9606.ENSP00000340823","9606.ENSP00000244020"
"3798",82,919,"9606.ENSP00000340823","9606.ENSP00000386636"
"3799",82,867,"9606.ENSP00000340823","9606.ENSP00000296503"
"3800",82,857,"9606.ENSP00000340823","9606.ENSP00000337976"
"3801",82,854,"9606.ENSP00000340823","9606.ENSP00000345347"
"3802",82,853,"9606.ENSP00000340823","9606.ENSP00000346997"
"3803",82,837,"9606.ENSP00000340823","9606.ENSP00000361777"
"3804",82,793,"9606.ENSP00000340823","9606.ENSP00000470252"
"3805",82,790,"9606.ENSP00000340823","9606.ENSP00000479618"
"3806",82,766,"9606.ENSP00000340823","9606.ENSP00000263734"
"3807",82,758,"9606.ENSP00000340823","9606.ENSP00000283131"
"3808",82,754,"9606.ENSP00000340823","9606.ENSP00000296930"
"3809",82,736,"9606.ENSP00000340823","9606.ENSP00000323421"
"3810",82,716,"9606.ENSP00000340823","9606.ENSP00000351947"
"3811",82,710,"9606.ENSP00000340823","9606.ENSP00000357283"
"3812",82,703,"9606.ENSP00000340823","9606.ENSP00000360266"
"3813",82,695,"9606.ENSP00000340823","9606.ENSP00000367276"
"3814",82,673,"9606.ENSP00000340823","9606.ENSP00000392094"
"3815",82,671,"9606.ENSP00000340823","9606.ENSP00000396704"
"3816",82,661,"9606.ENSP00000340823","9606.ENSP00000416534"
"3817",82,648,"9606.ENSP00000340823","9606.ENSP00000462664"
"3818",82,646,"9606.ENSP00000340823","9606.ENSP00000480987"
"3819",82,594,"9606.ENSP00000340823","9606.ENSP00000297185"
"3820",82,528,"9606.ENSP00000340823","9606.ENSP00000263265"
"3821",82,506,"9606.ENSP00000340823","9606.ENSP00000325376"
"3822",82,481,"9606.ENSP00000340823","9606.ENSP00000376457"
"3823",82,369,"9606.ENSP00000340823","9606.ENSP00000382863"
"3824",82,315,"9606.ENSP00000340823","9606.ENSP00000346120"
"3825",82,246,"9606.ENSP00000340823","9606.ENSP00000374354"
"3826",82,239,"9606.ENSP00000340823","9606.ENSP00000430432"
"3827",82,154,"9606.ENSP00000340823","9606.ENSP00000389445"
"3828",82,153,"9606.ENSP00000340823","9606.ENSP00000361433"
"3829",82,147,"9606.ENSP00000340823","9606.ENSP00000361949"
"3830",82,132,"9606.ENSP00000340823","9606.ENSP00000379182"
"3831",81,126,"9606.ENSP00000265563","9606.ENSP00000298316"
"3832",81,124,"9606.ENSP00000265563","9606.ENSP00000219169"
"3833",80,114,"9606.ENSP00000452762","9606.ENSP00000248114"
"3834",79,2015,"9606.ENSP00000321584","9606.ENSP00000179259"
"3835",79,2014,"9606.ENSP00000321584","9606.ENSP00000203407"
"3836",79,2013,"9606.ENSP00000321584","9606.ENSP00000205402"
"3837",79,2012,"9606.ENSP00000321584","9606.ENSP00000211122"
"3838",79,2011,"9606.ENSP00000321584","9606.ENSP00000215375"
"3839",79,2010,"9606.ENSP00000321584","9606.ENSP00000215754"
"3840",79,2009,"9606.ENSP00000321584","9606.ENSP00000216259"
"3841",79,2008,"9606.ENSP00000321584","9606.ENSP00000216714"
"3842",79,2007,"9606.ENSP00000321584","9606.ENSP00000217026"
"3843",79,2006,"9606.ENSP00000321584","9606.ENSP00000219240"
"3844",79,2005,"9606.ENSP00000321584","9606.ENSP00000222286"
"3845",79,2004,"9606.ENSP00000321584","9606.ENSP00000222381"
"3846",79,2003,"9606.ENSP00000321584","9606.ENSP00000223366"
"3847",79,2002,"9606.ENSP00000321584","9606.ENSP00000226574"
"3848",79,2001,"9606.ENSP00000321584","9606.ENSP00000229416"
"3849",79,2000,"9606.ENSP00000321584","9606.ENSP00000231572"
"3850",79,1999,"9606.ENSP00000321584","9606.ENSP00000234111"
"3851",79,1998,"9606.ENSP00000321584","9606.ENSP00000234677"
"3852",79,1997,"9606.ENSP00000321584","9606.ENSP00000241337"
"3853",79,1996,"9606.ENSP00000321584","9606.ENSP00000251566"
"3854",79,1995,"9606.ENSP00000321584","9606.ENSP00000251810"
"3855",79,1994,"9606.ENSP00000321584","9606.ENSP00000253778"
"3856",79,1993,"9606.ENSP00000321584","9606.ENSP00000253792"
"3857",79,1992,"9606.ENSP00000321584","9606.ENSP00000254663"
"3858",79,1991,"9606.ENSP00000321584","9606.ENSP00000255084"
"3859",79,1990,"9606.ENSP00000321584","9606.ENSP00000256442"
"3860",79,1989,"9606.ENSP00000321584","9606.ENSP00000256593"
"3861",79,1988,"9606.ENSP00000321584","9606.ENSP00000256594"
"3862",79,1987,"9606.ENSP00000321584","9606.ENSP00000257904"
"3863",79,1986,"9606.ENSP00000321584","9606.ENSP00000261015"
"3864",79,1985,"9606.ENSP00000321584","9606.ENSP00000262030"
"3865",79,1984,"9606.ENSP00000321584","9606.ENSP00000262746"
"3866",79,1983,"9606.ENSP00000321584","9606.ENSP00000263791"
"3867",79,1982,"9606.ENSP00000321584","9606.ENSP00000264657"
"3868",79,1981,"9606.ENSP00000321584","9606.ENSP00000265395"
"3869",79,1980,"9606.ENSP00000321584","9606.ENSP00000266970"
"3870",79,1979,"9606.ENSP00000321584","9606.ENSP00000267814"
"3871",79,1978,"9606.ENSP00000321584","9606.ENSP00000268607"
"3872",79,1977,"9606.ENSP00000321584","9606.ENSP00000269143"
"3873",79,1976,"9606.ENSP00000321584","9606.ENSP00000277865"
"3874",79,1975,"9606.ENSP00000321584","9606.ENSP00000278715"
"3875",79,1974,"9606.ENSP00000321584","9606.ENSP00000285093"
"3876",79,1973,"9606.ENSP00000321584","9606.ENSP00000290429"
"3877",79,1972,"9606.ENSP00000321584","9606.ENSP00000290573"
"3878",79,1971,"9606.ENSP00000321584","9606.ENSP00000295256"
"3879",79,1970,"9606.ENSP00000321584","9606.ENSP00000297258"
"3880",79,1969,"9606.ENSP00000321584","9606.ENSP00000299518"
"3881",79,1968,"9606.ENSP00000321584","9606.ENSP00000301522"
"3882",79,1967,"9606.ENSP00000321584","9606.ENSP00000304592"
"3883",79,1966,"9606.ENSP00000321584","9606.ENSP00000304845"
"3884",79,1965,"9606.ENSP00000321584","9606.ENSP00000307786"
"3885",79,1964,"9606.ENSP00000321584","9606.ENSP00000307900"
"3886",79,1963,"9606.ENSP00000321584","9606.ENSP00000308895"
"3887",79,1962,"9606.ENSP00000321584","9606.ENSP00000311469"
"3888",79,1961,"9606.ENSP00000321584","9606.ENSP00000313921"
"3889",79,1960,"9606.ENSP00000321584","9606.ENSP00000319501"
"3890",79,1959,"9606.ENSP00000321584","9606.ENSP00000320866"
"3891",79,1958,"9606.ENSP00000321584","9606.ENSP00000321259"
"3892",79,1957,"9606.ENSP00000321584","9606.ENSP00000324173"
"3893",79,1956,"9606.ENSP00000321584","9606.ENSP00000325690"
"3894",79,1955,"9606.ENSP00000321584","9606.ENSP00000331897"
"3895",79,1954,"9606.ENSP00000321584","9606.ENSP00000333926"
"3896",79,1953,"9606.ENSP00000321584","9606.ENSP00000334373"
"3897",79,1952,"9606.ENSP00000321584","9606.ENSP00000335620"
"3898",79,1951,"9606.ENSP00000321584","9606.ENSP00000336790"
"3899",79,1950,"9606.ENSP00000321584","9606.ENSP00000337746"
"3900",79,1949,"9606.ENSP00000321584","9606.ENSP00000342026"
"3901",79,1948,"9606.ENSP00000321584","9606.ENSP00000342056"
"3902",79,1947,"9606.ENSP00000321584","9606.ENSP00000345774"
"3903",79,1946,"9606.ENSP00000321584","9606.ENSP00000346827"
"3904",79,1945,"9606.ENSP00000321584","9606.ENSP00000347717"
"3905",79,1944,"9606.ENSP00000321584","9606.ENSP00000349016"
"3906",79,1943,"9606.ENSP00000321584","9606.ENSP00000349078"
"3907",79,1942,"9606.ENSP00000321584","9606.ENSP00000354554"
"3908",79,1941,"9606.ENSP00000321584","9606.ENSP00000354632"
"3909",79,1940,"9606.ENSP00000321584","9606.ENSP00000355506"
"3910",79,1939,"9606.ENSP00000321584","9606.ENSP00000355518"
"3911",79,1938,"9606.ENSP00000321584","9606.ENSP00000355566"
"3912",79,1937,"9606.ENSP00000321584","9606.ENSP00000355759"
"3913",79,1936,"9606.ENSP00000321584","9606.ENSP00000357535"
"3914",79,1935,"9606.ENSP00000321584","9606.ENSP00000357633"
"3915",79,1934,"9606.ENSP00000321584","9606.ENSP00000357882"
"3916",79,1933,"9606.ENSP00000321584","9606.ENSP00000358719"
"3917",79,1932,"9606.ENSP00000321584","9606.ENSP00000358851"
"3918",79,1931,"9606.ENSP00000321584","9606.ENSP00000359211"
"3919",79,1930,"9606.ENSP00000321584","9606.ENSP00000359691"
"3920",79,1929,"9606.ENSP00000321584","9606.ENSP00000360002"
"3921",79,1928,"9606.ENSP00000321584","9606.ENSP00000360028"
"3922",79,1927,"9606.ENSP00000321584","9606.ENSP00000360268"
"3923",79,1926,"9606.ENSP00000321584","9606.ENSP00000361140"
"3924",79,1925,"9606.ENSP00000321584","9606.ENSP00000361287"
"3925",79,1924,"9606.ENSP00000321584","9606.ENSP00000361423"
"3926",79,1923,"9606.ENSP00000321584","9606.ENSP00000361725"
"3927",79,1922,"9606.ENSP00000321584","9606.ENSP00000362463"
"3928",79,1921,"9606.ENSP00000321584","9606.ENSP00000362549"
"3929",79,1920,"9606.ENSP00000321584","9606.ENSP00000362936"
"3930",79,1919,"9606.ENSP00000321584","9606.ENSP00000364801"
"3931",79,1918,"9606.ENSP00000321584","9606.ENSP00000364802"
"3932",79,1917,"9606.ENSP00000321584","9606.ENSP00000364805"
"3933",79,1916,"9606.ENSP00000321584","9606.ENSP00000365693"
"3934",79,1915,"9606.ENSP00000321584","9606.ENSP00000365773"
"3935",79,1914,"9606.ENSP00000321584","9606.ENSP00000365777"
"3936",79,1913,"9606.ENSP00000321584","9606.ENSP00000366135"
"3937",79,1912,"9606.ENSP00000321584","9606.ENSP00000366525"
"3938",79,1911,"9606.ENSP00000321584","9606.ENSP00000366927"
"3939",79,1910,"9606.ENSP00000321584","9606.ENSP00000367309"
"3940",79,1909,"9606.ENSP00000321584","9606.ENSP00000368646"
"3941",79,1908,"9606.ENSP00000321584","9606.ENSP00000368727"
"3942",79,1907,"9606.ENSP00000321584","9606.ENSP00000375892"
"3943",79,1906,"9606.ENSP00000321584","9606.ENSP00000375942"
"3944",79,1905,"9606.ENSP00000321584","9606.ENSP00000377532"
"3945",79,1904,"9606.ENSP00000321584","9606.ENSP00000377617"
"3946",79,1903,"9606.ENSP00000321584","9606.ENSP00000378669"
"3947",79,1902,"9606.ENSP00000321584","9606.ENSP00000378699"
"3948",79,1901,"9606.ENSP00000321584","9606.ENSP00000381231"
"3949",79,1900,"9606.ENSP00000321584","9606.ENSP00000381234"
"3950",79,1899,"9606.ENSP00000321584","9606.ENSP00000381607"
"3951",79,1898,"9606.ENSP00000321584","9606.ENSP00000387176"
"3952",79,1897,"9606.ENSP00000321584","9606.ENSP00000387699"
"3953",79,1896,"9606.ENSP00000321584","9606.ENSP00000391481"
"3954",79,1895,"9606.ENSP00000321584","9606.ENSP00000392718"
"3955",79,1894,"9606.ENSP00000321584","9606.ENSP00000397673"
"3956",79,1893,"9606.ENSP00000321584","9606.ENSP00000402103"
"3957",79,1892,"9606.ENSP00000321584","9606.ENSP00000405573"
"3958",79,1891,"9606.ENSP00000321584","9606.ENSP00000411821"
"3959",79,1890,"9606.ENSP00000321584","9606.ENSP00000419045"
"3960",79,1889,"9606.ENSP00000321584","9606.ENSP00000419425"
"3961",79,1888,"9606.ENSP00000321584","9606.ENSP00000419665"
"3962",79,1887,"9606.ENSP00000321584","9606.ENSP00000420168"
"3963",79,1886,"9606.ENSP00000321584","9606.ENSP00000425561"
"3964",79,1885,"9606.ENSP00000321584","9606.ENSP00000427562"
"3965",79,1884,"9606.ENSP00000321584","9606.ENSP00000428205"
"3966",79,1883,"9606.ENSP00000321584","9606.ENSP00000430269"
"3967",79,1882,"9606.ENSP00000321584","9606.ENSP00000439189"
"3968",79,1881,"9606.ENSP00000321584","9606.ENSP00000444408"
"3969",79,1880,"9606.ENSP00000321584","9606.ENSP00000449770"
"3970",79,1879,"9606.ENSP00000321584","9606.ENSP00000455106"
"3971",79,1878,"9606.ENSP00000321584","9606.ENSP00000461324"
"3972",79,1877,"9606.ENSP00000321584","9606.ENSP00000468690"
"3973",79,1876,"9606.ENSP00000321584","9606.ENSP00000473036"
"3974",79,1875,"9606.ENSP00000321584","9606.ENSP00000473348"
"3975",79,1874,"9606.ENSP00000321584","9606.ENSP00000473990"
"3976",79,1873,"9606.ENSP00000321584","9606.ENSP00000474534"
"3977",79,1872,"9606.ENSP00000321584","9606.ENSP00000476535"
"3978",79,1871,"9606.ENSP00000321584","9606.ENSP00000477781"
"3979",79,1870,"9606.ENSP00000321584","9606.ENSP00000485525"
