"","V1","V2","V3","V4"
"15749",2002427,"KAT2B","H4C11","816"
"15750",2002556,"KAT2B","HES1","906"
"15751",2002604,"KAT2B","H4C13","816"
"15752",2002685,"KAT2B","H4C9","816"
"15753",2002710,"KAT2B","H4C12","816"
"15754",2002723,"KAT2B","H3C2","891"
"15755",2002743,"KAT2B","H3C15","894"
"15756",2002756,"KAT2B","IFNB1","924"
"15757",2002831,"KAT2B","H3C6","906"
"15758",2002843,"KAT2B","H2BC3","889"
"15759",2003027,"KAT2B","H3C8","891"
"15760",2003094,"KAT2B","RBM8A","870"
"15761",2003126,"KAT2B","H3C7","891"
"15762",2003163,"KAT2B","H4C2","816"
"15763",2003285,"KAT2B","H3-5","882"
"15764",2003353,"KAT2B","YEATS4","905"
"15765",2003369,"KAT2B","H3C4","906"
"15766",2003444,"KAT2B","HEYL","905"
"15767",2003448,"KAT2B","H4-16","902"
"15768",2003455,"KAT2B","USP27X","834"
"15769",2003493,"KAT2B","H2AC20","904"
"15770",2003678,"KAT2B","UBA52","934"
"15771",2003679,"KAT2B","H4C1","816"
"15772",2003696,"KAT2B","H3C3","906"
"15773",2003794,"KAT2B","HEY2","909"
"15774",2003808,"KAT2B","H3C12","891"
"15775",2003875,"KAT2B","H4C14","816"
"15776",2003876,"KAT2B","H3C11","891"
"15777",2003885,"KAT2B","H3-4","937"
"15778",2003952,"KAT2B","H4C4","816"
"15779",2003976,"KAT2B","H4C3","816"
"15780",2004014,"KAT2B","H3C10","891"
"15781",2004027,"KAT2B","TAF7","942"
"15782",2004035,"KAT2B","H4C8","816"
"15783",2004080,"KAT2B","H4C15","816"
"15784",2031770,"PIK3CA","VEGFD","908"
"15785",2031860,"PIK3CA","GAB1","924"
"15786",2031898,"PIK3CA","PIK3CB","913"
"15787",2031915,"PIK3CA","ARF6","917"
"15788",2031943,"PIK3CA","LYN","933"
"15789",2031958,"PIK3CA","ITGB3","915"
"15790",2032015,"PIK3CA","IL23A","900"
"15791",2032195,"PIK3CA","CD2AP","900"
"15792",2032271,"PIK3CA","CSF2","914"
"15793",2032345,"PIK3CA","NGF","916"
"15794",2032396,"PIK3CA","AGTR2","907"
"15795",2032414,"PIK3CA","PIP4K2B","932"
"15796",2032612,"PIK3CA","IL12B","900"
"15797",2032786,"PIK3CA","HBEGF","915"
"15798",2032888,"PIK3CA","FRS2","924"
"15799",2032984,"PIK3CA","EFNB1","904"
"15800",2033027,"PIK3CA","RRAS","885"
"15801",2033029,"PIK3CA","CXCR4","934"
"15802",2033100,"PIK3CA","VEGFC","925"
"15803",2033212,"PIK3CA","FASLG","914"
"15804",2033253,"PIK3CA","IL2","919"
"15805",2033313,"PIK3CA","VAV1","921"
"15806",2033378,"PIK3CA","MS4A2","900"
"15807",2033428,"PIK3CA","NGFR","906"
"15808",2033538,"PIK3CA","AGT","906"
"15809",2033597,"PIK3CA","GH1","900"
"15810",2033750,"PIK3CA","NTN1","906"
"15811",2033770,"PIK3CA","CD2","902"
"15812",2033813,"PIK3CA","ACTN3","908"
"15813",2033826,"PIK3CA","IL3","931"
"15814",2033827,"PIK3CA","GNG2","927"
"15815",2033875,"PIK3CA","CRK","929"
"15816",2034284,"PIK3CA","PIK3R4","877"
"15817",2034316,"PIK3CA","IFNG","913"
"15818",2034373,"PIK3CA","CD40LG","910"
"15819",2038164,"LCAT","APOA4","868"
"15820",2038626,"LCAT","HP","860"
"15821",2038630,"LCAT","APOC1","912"
"15822",2038734,"LCAT","HPR","804"
"15823",2038774,"LCAT","APOC4","830"
"15824",2038934,"LCAT","PON1","928"
"15825",2046586,"CBL","GNG2","900"
"15826",2047076,"CBL","IFNG","914"
"15827",2047102,"CBL","EPO","925"
"15828",2047134,"CBL","PTK6","938"
"15829",2047137,"CBL","SOCS3","923"
"15830",2047163,"CBL","IL2","934"
"15831",2047171,"CBL","PIK3CB","826"
"15832",2047258,"CBL","TCN1","924"
"15833",2047293,"CBL","MS4A2","900"
"15834",2047351,"CBL","SH3GL1","840"
"15835",2047403,"CBL","ITGB3","915"
"15836",2047469,"CBL","SOCS1","922"
"15837",2047590,"CBL","EPHA1","943"
"15838",2047775,"CBL","PIK3R6","900"
"15839",2048671,"GPC1","HS6ST3","929"
"15840",2048751,"GPC1","SDC4","949"
"15841",2048786,"GPC1","LYN","903"
"15842",2048817,"GPC1","LRP10","900"
"15843",2048863,"GPC1","B3GALT6","927"
"15844",2048909,"GPC1","HS3ST3B1","923"
"15845",2049005,"GPC1","CSPG4","948"
"15846",2049023,"GPC1","HS3ST4","921"
"15847",2049063,"GPC1","TGFB3","925"
"15848",2049134,"GPC1","NDST3","944"
"15849",2049175,"GPC1","HBEGF","895"
"15850",2049193,"GPC1","HS3ST2","927"
"15851",2049266,"GPC1","HS3ST3A1","920"
"15852",2049430,"GPC1","HS3ST5","930"
"15853",2049479,"GPC1","HS3ST6","931"
"15854",2049507,"GPC1","SHH","906"
"15855",2050074,"SLC5A7","SLC18A3","940"
"15856",2064478,"MCM6","KIF11","835"
"15857",2065165,"MCM6","H4C6","812"
"15858",2065242,"MCM6","CCNB2","889"
"15859",2065294,"MCM6","ASF1A","847"
"15860",2065295,"MCM6","ASF1B","920"
"15861",2065569,"MCM6","SSRP1","911"
"15862",2074727,"MUL1","TOMM70","925"
"15863",2077288,"NOA1","MRPL3","811"
"15864",2078832,"UPK1B","UPK3B","941"
"15865",2095860,"CRYGD","GJA3","817"
"15866",2095873,"CRYGD","CRYAA","907"
"15867",2095899,"CRYGD","CRYAA2","836"
"15868",2095924,"CRYGD","GJA8","818"
"15869",2098708,"SI","MGAM2","903"
"15870",2098817,"SI","GANC","925"
"15871",2098848,"SI","INS","860"
"15872",2098953,"SI","SLC5A4","808"
"15873",2099261,"SI","MGAM","907"
"15874",2099533,"COPS4","COMMD10","924"
"15875",2099541,"COPS4","VHL","800"
"15876",2099953,"COPS4","FBXO17","875"
"15877",2100388,"COPS4","COMMD2","901"
"15878",2100861,"PRKG2","GTF2I","838"
"15879",2101095,"PRKG2","PTS","918"
"15880",2101099,"PRKG2","KCNMB4","908"
"15881",2101114,"PRKG2","PLN","900"
"15882",2101161,"PRKG2","RGS2","811"
"15883",2101313,"PRKG2","KCNMB1","905"
"15884",2101340,"PRKG2","SPR","903"
"15885",2106722,"RAPGEF2","NRAS","863"
"15886",2106810,"RAPGEF2","RRAS","841"
"15887",2106984,"RAPGEF2","RAP2B","810"
"15888",2110790,"CSTA","RPTN","916"
"15889",2110831,"CSTA","CASP14","924"
"15890",2110922,"CSTA","LORICRIN","830"
"15891",2111011,"CSTA","IVL","848"
"15892",2116421,"IFT57","KIF3B","923"
"15893",2118707,"GZMM","CFB","901"
"15894",2120183,"IL11","OSM","811"
"15895",2120239,"IL11","S100P","821"
"15896",2121652,"NEIL3","NTHL1","882"
"15897",2136825,"KCNH4","KCNF1","816"
"15898",2137553,"FGF10","SHH","875"
"15899",2137986,"FGF10","NRAS","907"
"15900",2138000,"FGF10","PDX1","933"
"15901",2138024,"FGF10","PTF1A","944"
"15902",2150208,"GCKR","NUP37","900"
"15903",2150285,"GCKR","POM121C","900"
"15904",2152304,"CLDN16","CLDN17","831"
"15905",2152317,"CLDN16","CLDN23","905"
"15906",2156823,"LYL1","ID3","918"
"15907",2156927,"LYL1","ID1","928"
"15908",2157132,"COL5A3","PCOLCE2","928"
"15909",2157160,"COL5A3","TLL2","901"
"15910",2157178,"COL5A3","LUM","924"
"15911",2157366,"COL5A3","TLL1","904"
"15912",2157548,"ICAM1","CCL2","874"
"15913",2157755,"ICAM1","PROCR","940"
"15914",2158270,"ICAM1","AWAT2","830"
"15915",2158687,"ICAM1","NRAS","820"
"15916",2159076,"ICAM1","TNF","888"
"15917",2159262,"ICAM1","PECAM1","870"
"15918",2159894,"KLF1","HBG1","833"
"15919",2160115,"KLF1","UBA52","808"
"15920",2161532,"PPARGC1A","GPX6","810"
"15921",2161953,"PPARGC1A","UCP1","873"
"15922",2162058,"PPARGC1A","GPX1","917"
"15923",2162090,"PPARGC1A","PDK4","811"
"15924",2162533,"PPARGC1A","ME1","922"
"15925",2162622,"PPARGC1A","GPX7","840"
"15926",2162827,"PPARGC1A","GPX5","826"
"15927",2162939,"PPARGC1A","PRKAB2","936"
"15928",2163165,"PPARGC1A","PLIN5","825"
"15929",2175325,"GRK7","GRK1","810"
"15930",2180433,"MRPL3","MRPS21","829"
"15931",2180438,"MRPL3","CHCHD1","861"
"15932",2180521,"MRPL3","RPS11","846"
"15933",2180781,"MRPL3","UBA52","803"
"15934",2181060,"MRPL3","MRPS31","848"
"15935",2181168,"MRPL3","MRPS26","886"
"15936",2181447,"MRPL3","MALSU1","865"
"15937",2181542,"MRPL3","MRPS25","806"
"15938",2181567,"MRPL3","RPS5","928"
"15939",2181735,"MRPL3","NOA1","811"
"15940",2181809,"MRPL3","RPS19","816"
"15941",2182074,"MRPL3","MRPS17","895"
"15942",2187329,"SSR3","LMAN1","890"
"15943",2187414,"SSR3","SEC11C","908"
"15944",2203247,"WDR70","PRPF19","931"
"15945",2203270,"WDR70","BCAS2","800"
"15946",2203271,"WDR70","RBM8A","805"
"15947",2203382,"WDR70","ISY1-RAB43","805"
"15948",2203431,"WDR70","PPIL1","802"
"15949",2203438,"WDR70","CWC25","800"
"15950",2203499,"WDR70","CDC5L","828"
"15951",2206606,"ARRDC3","ADRB2","949"
"15952",2216593,"PAPSS1","BPNT2","945"
"15953",2222533,"TRPV5","S100A10","921"
"15954",2222761,"TRPV5","PRKACG","816"
"15955",2226402,"UBE2B","UBA52","914"
"15956",2226503,"UBE2B","UBE2J1","916"
"15957",2226733,"UBE2B","CTR9","848"
"15958",2227028,"UBE2B","WDR61","804"
"15959",2227034,"UBE2B","CDC34","921"
"15960",2227071,"UBE2B","UBE2M","913"
"15961",2227251,"UBE2B","RBX1","840"
"15962",2227621,"UBE2B","UBE2R2","919"
"15963",2231808,"SRF","MYOG","812"
"15964",2231870,"SRF","SRFBP1","831"
"15965",2232122,"SRF","ATF6","848"
"15966",2232457,"SRF","CEBPB","830"
"15967",2232597,"SRF","ARC","927"
"15968",2232958,"SRF","EGR4","919"
"15969",2233183,"SRF","MYOD1","870"
"15970",2237000,"APBA1","CCS","877"
"15971",2237399,"APBA1","VAMP2","912"
"15972",2239926,"HIBADH","ACSS3","813"
"15973",2240062,"HIBADH","ECHS1","810"
"15974",2240285,"HIBADH","ACADS","885"
"15975",2241079,"STAP1","CD2AP","880"
"15976",2242717,"CALB1","DECR1","829"
"15977",2242982,"CALB1","SST","811"
"15978",2249514,"POLA2","CRCP","900"
"15979",2249711,"POLA2","POLG2","910"
"15980",2249744,"POLA2","DSCC1","926"
"15981",2249839,"POLA2","KIF11","846"
"15982",2250020,"POLA2","DBF4","922"
"15983",2250115,"POLA2","RNASEH2A","864"
"15984",2250649,"ADH4","AVP","858"
"15985",2251032,"ADH4","ALDH1B1","839"
"15986",2260372,"NPTX2","AVP","859"
"15987",2261798,"GAL","GALP","804"
"15988",2261916,"GAL","SST","812"
"15989",2270075,"DBF4","ORC6","948"
"15990",2270127,"DBF4","POLA2","922"
"15991",2292790,"KCNC1","CAV3","945"
"15992",2293068,"KCNC1","KCNAB3","830"
"15993",2293183,"KCNC1","KCNH3","813"
"15994",2303684,"SFRP5","WNT6","858"
"15995",2303773,"SFRP5","WNT7A","860"
"15996",2303895,"SFRP5","WNT3A","879"
"15997",2303934,"SFRP5","WNT10A","872"
"15998",2304077,"SFRP5","WNT8B","923"
"15999",2304078,"SFRP5","WNT9A","834"
"16000",2307000,"PRPF6","RNF113A","910"
"16001",2307035,"PRPF6","PRPF19","873"
"16002",2307187,"PRPF6","SNRPA","948"
"16003",2307657,"PRPF6","LSM10","807"
"16004",2308932,"SLC5A4","MGAM","809"
"16005",2308997,"SLC5A4","RSC1A1","813"
"16006",2309069,"SLC5A4","RPS13","814"
"16007",2309302,"SLC5A4","GLP1R","806"
"16008",2309304,"SLC5A4","INS","860"
"16009",2309319,"SLC5A4","SI","808"
"16010",2315555,"PDE6H","KCNV2","950"
"16011",2315583,"PDE6H","GUCY2D","826"
"16012",2315669,"PDE6H","RGS9BP","942"
"16013",2317905,"ALG10","ALG10B","800"
"16014",2318059,"ALG10","OST4","929"
"16015",2320406,"ZCRB1","SF3B6","837"
"16016",2320660,"ZCRB1","PHF5A","858"
"16017",2323436,"CD27","CD2","845"
"16018",2323658,"CD27","TNF","803"
"16019",2323738,"CD27","CCR7","899"
"16020",2324061,"CD27","IL2","800"
"16021",2324098,"RBP5","RDH8","929"
"16022",2324126,"RBP5","DHRS3","924"
"16023",2324194,"RBP5","RDH16","911"
"16024",2324322,"RBP5","PNLIP","905"
"16025",2325247,"LLPH","RPL39","800"
"16026",2325279,"LLPH","NHP2","823"
"16027",2325346,"LLPH","ZNF593","821"
"16028",2325448,"LLPH","EIF6","800"
"16029",2326343,"INHBE","TGFB3","813"
"16030",2326397,"INHBE","CGA","900"
"16031",2331452,"LUM","B3GNT7","936"
"16032",2331561,"LUM","B3GNT4","902"
"16033",2331608,"LUM","B4GALT5","902"
"16034",2331624,"LUM","OMD","911"
"16035",2331695,"LUM","CHST2","939"
"16036",2331780,"LUM","B4GAT1","900"
"16037",2331933,"LUM","COL5A3","924"
"16038",2332056,"LUM","KERA","917"
"16039",2332075,"LUM","PRELP","917"
"16040",2332585,"LUM","FASLG","877"
"16041",2332721,"KERA","B3GNT4","902"
"16042",2332785,"KERA","CHST2","905"
"16043",2332820,"KERA","B4GALT5","909"
"16044",2332829,"KERA","OMD","908"
"16045",2332886,"KERA","LUM","917"
"16046",2332920,"KERA","B4GAT1","900"
"16047",2332996,"KERA","PRELP","908"
"16048",2336478,"ASCL1","NEUROG2","940"
"16049",2336644,"ASCL1","NEUROG1","809"
"16050",2336721,"ASCL1","ID1","830"
"16051",2336783,"ASCL1","POU3F3","818"
"16052",2336801,"ASCL1","HES1","801"
"16053",2336965,"ASCL1","VGF","908"
"16054",2337307,"ASCL1","ATOH1","837"
"16055",2343547,"NPFF","MRGPRX2","810"
"16056",2343551,"NPFF","MRGPRF","810"
"16057",2343559,"NPFF","NPVF","921"
"16058",2343626,"NPFF","MRGPRD","810"
"16059",2343655,"NPFF","MAS1","925"
"16060",2343699,"NPFF","MRGPRX3","810"
"16061",2343723,"NPFF","MAS1L","810"
"16062",2343725,"NPFF","MRGPRG","810"
"16063",2343735,"NPFF","QRFP","905"
"16064",2343764,"NPFF","MRGPRX4","810"
"16065",2343774,"NPFF","PRLH","834"
"16066",2354251,"VPS37B","PLIN3","933"
"16067",2354293,"VPS37B","HBB","900"
"16068",2354461,"VPS37B","VPS37D","913"
"16069",2354494,"VPS37B","CETN1","900"
"16070",2359290,"RNF113B","CDC5L","879"
"16071",2359533,"RNF113B","PRPF19","848"
"16072",2361691,"SSTR1","CORT","896"
"16073",2373782,"MFAP1","RNF113A","910"
"16074",2373835,"MFAP1","PRPF19","879"
"16075",2373971,"MFAP1","TCERG1L","808"
"16076",2379627,"DISP2","IHH","881"
"16077",2379784,"DISP2","SHH","913"
"16078",2381540,"BCL2A1","HRK","884"
"16079",2383234,"WDR61","EXOSC6","875"
"16080",2383239,"WDR61","EXOSC4","919"
"16081",2383602,"WDR61","UBE2B","804"
"16082",2384028,"WDR61","EXOSC5","869"
"16083",2402103,"CDR2","TNF","901"
"16084",2402878,"NKD1","JUN","915"
"16085",2404408,"TXNL4B","LSM3","900"
"16086",2412730,"RPL3L","RPS12","847"
"16087",2412769,"RPL3L","EIF2S2","820"
"16088",2412794,"RPL3L","RPS5","929"
"16089",2412883,"RPL3L","RPL36AL","933"
"16090",2413029,"RPL3L","RPL36A-HNRNPH2","871"
"16091",2413121,"RPL3L","MRPS6","818"
"16092",2413274,"RPL3L","RPS19","950"
"16093",2413482,"RPL3L","RPS13","907"
"16094",2413520,"RPL3L","MRPL17","844"
"16095",2413711,"RPL3L","RPS10-NUDT3","910"
"16096",2413757,"RPL3L","MRPS9","845"
"16097",2413854,"RPL3L","EIF6","882"
"16098",2413954,"RPL3L","MRPL33","812"
"16099",2414029,"RPL3L","MRTO4","828"
"16100",2417982,"MED9","CEBPA","900"
"16101",2418013,"MED9","MED13L","943"
"16102",2418023,"MED9","FABP4","900"
"16103",2418213,"MED9","LEP","900"
"16104",2425751,"KIF2B","KIF18A","839"
"16105",2430431,"G6PC3","TKTL2","814"
"16106",2430539,"G6PC3","LOC112694756","864"
"16107",2462416,"KRT10","KRT2","888"
"16108",2462420,"KRT10","IVL","857"
"16109",2462497,"KRT10","LORICRIN","861"
"16110",2462802,"PNMT","LRTOMT","906"
"16111",2463893,"IGFBP4","WNT3A","926"
"16112",2468533,"FEM1A","PTGER4","921"
"16113",2470348,"SH3GL1","CBL","840"
"16114",2470516,"SH3GL1","ARC","810"
"16115",2471355,"CCDC97","SF3B5","918"
"16116",2471445,"CCDC97","SF3B6","914"
"16117",2477960,"SIK1","SIK1B","800"
"16118",2478203,"SIK1","STRADA","915"
"16119",2478295,"SIK1","YWHAG","915"
"16120",2478401,"DNMT3L","H3C13","857"
"16121",2478407,"DNMT3L","H3C2","830"
"16122",2478411,"DNMT3L","H3C3","871"
"16123",2478422,"DNMT3L","H3C1","830"
"16124",2478531,"DNMT3L","H3C15","812"
"16125",2478590,"DNMT3L","H3-5","820"
"16126",2478604,"DNMT3L","H3C12","830"
"16127",2478608,"DNMT3L","H3C6","877"
"16128",2478617,"DNMT3L","H3C14","812"
"16129",2478625,"DNMT3L","H3C4","877"
"16130",2478639,"DNMT3L","H3C11","830"
"16131",2478653,"DNMT3L","H3-4","816"
"16132",2478787,"DNMT3L","H3C8","830"
"16133",2478815,"DNMT3L","H2AC20","817"
"16134",2478897,"DNMT3L","H3C10","830"
"16135",2478983,"DNMT3L","H3C7","830"
"16136",2486220,"CACNG8","CACNB3","931"
"16137",2486276,"CACNG8","CACNG7","932"
"16138",2486294,"CACNG8","CACNG4","905"
"16139",2486338,"CACNG8","SHISA9","903"
"16140",2486360,"CACNG8","GRIN2B","816"
"16141",2486411,"CACNG8","CACNG1","931"
"16142",2486489,"CACNG8","CACNG3","915"
"16143",2486521,"CACNG8","AKAP5","906"
"16144",2486552,"CACNG8","CACNG2","910"
"16145",2486570,"CACNG8","CACNG6","910"
"16146",2486701,"TIMM29","TIMM10","919"
"16147",2487292,"TIMM44","TIMM8A","811"
"16148",2487394,"TIMM44","TIMM13","873"
"16149",2487518,"TIMM44","TIMM10","879"
"16150",2487641,"TIMM44","TOMM70","877"
"16151",2487658,"TIMM44","DNAJC15","816"
"16152",2487800,"TIMM44","TOMM22","936"
"16153",2487943,"TIMM44","TIMM22","873"
"16154",2488310,"TIMM44","ATP5F1B","825"
"16155",2491377,"RPS11","NAT10","825"
"16156",2491392,"RPS11","MRPS6","941"
"16157",2491419,"RPS11","HBA1","922"
"16158",2491420,"RPS11","MRPL12","938"
"16159",2491468,"RPS11","SMKR1","815"
"16160",2491485,"RPS11","RRP36","924"
"16161",2491500,"RPS11","TRMT112","838"
"16162",2491530,"RPS11","DHX37","939"
"16163",2491659,"RPS11","DDX47","918"
"16164",2491743,"RPS11","MRPL13","919"
"16165",2491885,"RPS11","MRPL20","878"
"16166",2491901,"RPS11","MRPL3","846"
"16167",2492096,"RPS11","MRPS10","914"
"16168",2492128,"RPS11","MRPL32","897"
"16169",2492136,"RPS11","RPL36A-HNRNPH2","936"
"16170",2492193,"RPS11","MRPS14","915"
"16171",2492225,"RPS11","RPP25","808"
"16172",2492262,"RPS11","MRPL16","811"
"16173",2492286,"RPS11","MCTS1","838"
"16174",2492353,"RPS11","FBLL1","865"
"16175",2492356,"RPS11","MRPL33","929"
"16176",2492454,"RPS11","MRTO4","915"
"16177",2492515,"RPS11","MRPL15","914"
"16178",2492637,"RPS11","DDX52","906"
"16179",2492890,"RPS11","EIF1AD","808"
"16180",2492926,"RPS11","RPP21","804"
"16181",2493010,"RPS11","PSMC4","905"
"16182",2493262,"IGLON5","PNMA2","818"
"16183",2497731,"IL22RA1","IL10","861"
"16184",2504825,"PROK1","PROKR2","949"
"16185",2505135,"CELSR2","VANGL2","864"
"16186",2519791,"CRNN","DEPP1","934"
"16187",2521539,"CNIH3","CACNG4","813"
"16188",2521728,"CNIH3","CACNG2","910"
"16189",2521837,"CNIH3","SHISA9","844"
"16190",2522028,"LEFTY1","TGFB3","821"
"16191",2522699,"WNT9A","WNT8B","912"
"16192",2522927,"WNT9A","SFRP2","860"
"16193",2522942,"WNT9A","FZD5","906"
"16194",2522957,"WNT9A","WNT3A","924"
"16195",2523017,"WNT9A","WNT10A","912"
"16196",2523051,"WNT9A","FZD9","869"
"16197",2523116,"WNT9A","FZD2","884"
"16198",2523256,"WNT9A","FZD4","869"
"16199",2523259,"WNT9A","WNT7A","910"
"16200",2523288,"WNT9A","WNT6","913"
"16201",2523368,"WNT9A","FZD10","831"
"16202",2523384,"WNT9A","FZD1","883"
"16203",2523412,"WNT9A","FZD7","881"
"16204",2523458,"WNT9A","FZD8","881"
"16205",2523482,"WNT9A","SFRP5","834"
"16206",2531338,"ABCG8","CYP7A1","845"
"16207",2559606,"CTDSP1","UBLCP1","803"
"16208",2562817,"DYNC1LI1","RAB7B","847"
"16209",2562993,"DYNC1LI1","DYNLL2","923"
"16210",2563311,"DYNC1LI1","FKBP4","902"
"16211",2579287,"EAF2","MLLT1","849"
"16212",2584894,"PYURF","PIGH","931"
"16213",2584925,"PYURF","PIGY","948"
"16214",2591771,"NAF1","RBM28","836"
"16215",2591852,"NAF1","MPHOSPH10","930"
"16216",2591853,"NAF1","POP7","904"
"16217",2591859,"NAF1","TRUB1","833"
"16218",2591862,"NAF1","RPP25","906"
"16219",2591890,"NAF1","BMS1","832"
"16220",2592343,"SFRP2","WNT9A","860"
"16221",2592492,"SFRP2","WNT3A","950"
"16222",2592560,"SFRP2","WNT10A","868"
"16223",2592772,"SFRP2","WNT7A","861"
"16224",2592921,"SFRP2","FZD2","921"
"16225",2593144,"SFRP2","WNT6","910"
"16226",2593185,"SFRP2","FZD1","919"
"16227",2601898,"GZMA","KLRB1","875"
"16228",2601912,"GZMA","CD2","890"
"16229",2601959,"GZMA","GZMK","917"
"16230",2607896,"COMMD10","COPS4","924"
"16231",2610926,"IL9","IL2","858"
"16232",2610947,"IL9","CCL11","843"
"16233",2610958,"IL9","IL3","866"
"16234",2610981,"IL9","IL13","887"
"16235",2611020,"IL9","IL10","849"
"16236",2611390,"IL9","CSF2","830"
"16237",2611446,"IL9","CCL5","811"
"16238",2615138,"NHP2","TSR2","867"
"16239",2615210,"NHP2","PNO1","918"
"16240",2615226,"NHP2","POLR1F","893"
"16241",2615298,"NHP2","UTP3","894"
"16242",2615390,"NHP2","NAT10","947"
"16243",2615442,"NHP2","PWP2","878"
"16244",2615578,"NHP2","LLPH","823"
"16245",2615687,"NHP2","TFB2M","862"
"16246",2615735,"NHP2","LOC102724159","846"
"16247",2615809,"NHP2","TIMM13","863"
"16248",2615860,"NHP2","MPHOSPH10","913"
"16249",2615867,"NHP2","RTEL1","913"
"16250",2615880,"NHP2","PPAN-P2RY11","871"
"16251",2615926,"NHP2","TIMM10","837"
"16252",2615979,"NHP2","RBM28","884"
"16253",2615990,"NHP2","RRS1","950"
"16254",2616001,"NHP2","ABT1","824"
"16255",2616059,"NHP2","NOC4L","895"
"16256",2616106,"NHP2","POLR2H","890"
"16257",2616223,"NHP2","TRMT112","835"
"16258",2616279,"NHP2","FKBP15","875"
"16259",2616400,"NHP2","DDX47","851"
"16260",2616443,"NHP2","EXOSC5","854"
"16261",2616507,"NHP2","ZNF593","867"
"16262",2616542,"NHP2","BMS1","921"
"16263",2616679,"NHP2","LTV1","871"
"16264",2616797,"NHP2","DDX52","851"
"16265",2617215,"FGF18","NRAS","902"
"16266",2617593,"KCNMB1","KCNU1","915"
"16267",2617716,"KCNMB1","COX1","856"
"16268",2617752,"KCNMB1","PRKG2","905"
"16269",2617786,"KCNMB1","KCNMB4","927"
"16270",2622853,"H2BC1","H4C14","941"
"16271",2622856,"H2BC1","H3C11","932"
"16272",2622871,"H2BC1","H3-4","876"
"16273",2622895,"H2BC1","H3C6","948"
"16274",2622897,"H2BC1","H3C12","932"
"16275",2622924,"H2BC1","MSH4","900"
"16276",2623013,"H2BC1","H3C3","948"
"16277",2623018,"H2BC1","H3C2","932"
"16278",2623027,"H2BC1","H4C1","941"
"16279",2623030,"H2BC1","H4C12","941"
"16280",2623035,"H2BC1","H3C1","932"
"16281",2623036,"H2BC1","MTA2","900"
"16282",2623051,"H2BC1","H3C7","932"
"16283",2623073,"H2BC1","H4C15","941"
"16284",2623090,"H2BC1","SAP30","900"
"16285",2623094,"H2BC1","CCND1","900"
"16286",2623107,"H2BC1","H4C2","941"
"16287",2623117,"H2BC1","H2AC14","862"
"16288",2623119,"H2BC1","H2AB2","940"
"16289",2623127,"H2BC1","H3C10","932"
"16290",2623129,"H2BC1","H4C8","941"
"16291",2623131,"H2BC1","MND1","900"
"16292",2623173,"H2BC1","H2AC21","903"
"16293",2623180,"H2BC1","H4C3","941"
"16294",2623195,"H2BC1","H3C8","932"
"16295",2623207,"H2BC1","SSRP1","855"
"16296",2623216,"H2BC1","H2BU1","805"
"16297",2623253,"H2BC1","H2AJ","927"
"16298",2623254,"H2BC1","H4C4","941"
"16299",2623276,"H2BC1","H2AC19","908"
"16300",2623285,"H2BC1","H4C11","941"
"16301",2623300,"H2BC1","H2AC18","945"
"16302",2623316,"H2BC1","H2BC13","896"
"16303",2623318,"H2BC1","H3C4","948"
"16304",2623328,"H2BC1","TCF7L1","900"
"16305",2623342,"H2BC1","H2AB1","946"
"16306",2623391,"H2BC1","GP1BA","901"
"16307",2623432,"H2BC1","H2AC13","926"
"16308",2623458,"H2BC1","H2AX","897"
"16309",2623477,"H2BC1","H4C5","941"
"16310",2623499,"H2BC1","POLR1F","900"
"16311",2623554,"H2BC1","H4C9","941"
"16312",2623564,"H2BC1","H2AC8","921"
"16313",2623565,"H2BC1","PYGO2","900"
"16314",2623585,"H2BC1","H4C13","941"
"16315",2623605,"H2BC1","TEX15","902"
"16316",2623625,"H2BC1","H4-16","941"
"16317",2623707,"H2BC1","H4C6","941"
"16318",2626803,"ABT1","PINX1","909"
"16319",2626831,"ABT1","MPHOSPH10","829"
"16320",2626954,"ABT1","RRS1","831"
"16321",2626956,"ABT1","RBM28","825"
"16322",2626979,"ABT1","DDX52","935"
"16323",2627125,"ABT1","LOC102724159","811"
"16324",2627130,"ABT1","NHP2","824"
"16325",2627155,"ABT1","BMS1","824"
"16326",2627175,"ABT1","NOM1","827"
"16327",2627237,"ABT1","PWP2","893"
"16328",2627279,"ABT1","DHX37","824"
"16329",2627353,"ABT1","AATF","881"
"16330",2627372,"ABT1","BOP1","827"
"16331",2627410,"ABT1","PNO1","913"
"16332",2627426,"ABT1","POLR1F","851"
"16333",2627467,"ABT1","TSR2","825"
